http://dbpedia.org/resource/Johann_Adam_Schall_von_Bell,http://dbpedia.org/ontology/academicDiscipline,http://dbpedia.org/resource/Religion
http://dbpedia.org/resource/Religious_Studies_Review,http://dbpedia.org/ontology/academicDiscipline,http://dbpedia.org/resource/Religion
http://dbpedia.org/resource/Journal_of_Religion_&_Health,http://dbpedia.org/ontology/academicDiscipline,http://dbpedia.org/resource/Religion
http://dbpedia.org/resource/Prabuddha_Bharata,http://dbpedia.org/ontology/academicDiscipline,http://dbpedia.org/resource/Religion
http://dbpedia.org/resource/Zeitschrift_für_Antikes_Christentum,http://dbpedia.org/ontology/academicDiscipline,http://dbpedia.org/resource/Religion
http://dbpedia.org/resource/Theology_Today,http://dbpedia.org/ontology/academicDiscipline,http://dbpedia.org/resource/Religion
http://dbpedia.org/resource/Vaklush_Tolev,http://dbpedia.org/ontology/academicDiscipline,http://dbpedia.org/resource/Religion
http://dbpedia.org/resource/Benjamin_Beit-Hallahmi,http://dbpedia.org/ontology/academicDiscipline,http://dbpedia.org/resource/Religion
http://dbpedia.org/resource/Journal_of_Early_Christian_Studies,http://dbpedia.org/ontology/academicDiscipline,http://dbpedia.org/resource/Religion
http://dbpedia.org/resource/Essays_in_the_Philosophy_of_Humanism,http://dbpedia.org/ontology/academicDiscipline,http://dbpedia.org/resource/Religion
http://dbpedia.org/resource/C._K._Yang_(sociologist),http://dbpedia.org/ontology/academicDiscipline,http://dbpedia.org/resource/Religion
http://dbpedia.org/resource/Justin_K._Stearns,http://dbpedia.org/ontology/academicDiscipline,http://dbpedia.org/resource/Religion
http://dbpedia.org/resource/Henrik_Syse,http://dbpedia.org/ontology/academicDiscipline,http://dbpedia.org/resource/Religion
http://dbpedia.org/resource/Studia_Patristica,http://dbpedia.org/ontology/academicDiscipline,http://dbpedia.org/resource/Religion
http://dbpedia.org/resource/Studies_in_Religion,http://dbpedia.org/ontology/academicDiscipline,http://dbpedia.org/resource/Religion
http://dbpedia.org/resource/Deborah_Waxman,http://dbpedia.org/ontology/education,http://dbpedia.org/resource/Religion
