Gawdat_Bahgat,academicDiscipline,Fundamentalism,"Invalid (Domain does not match, no expected range)","['http://dbpedia.org/ontology/AcademicJournal', {'http://dbpedia.org/ontology/Animal', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Scientist', 'http://dbpedia.org/ontology/Eukaryote', 'http://dbpedia.org/ontology/Person'}, '', {'http://dbpedia.org/ontology/TopicalConcept', 'http://dbpedia.org/ontology/Ideology'}]"
Len_G._Broughton,knownFor,Fundamentalism,"Valid (No expected domain, no expected range)","['', {'http://dbpedia.org/ontology/Animal', 'http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Eukaryote'}, '', {'http://dbpedia.org/ontology/TopicalConcept', 'http://dbpedia.org/ontology/Ideology'}]"
The_Battle_for_God,nonFictionSubject,Fundamentalism,"Valid (Domain matches, no expected range)","['http://dbpedia.org/ontology/WrittenWork', {'http://dbpedia.org/ontology/WrittenWork', 'http://dbpedia.org/ontology/Work', 'http://dbpedia.org/ontology/Book'}, '', {'http://dbpedia.org/ontology/TopicalConcept', 'http://dbpedia.org/ontology/Ideology'}]"
Pak_Sar_Jamin_Sad_Bad,nonFictionSubject,Fundamentalism,"Valid (Domain matches, no expected range)","['http://dbpedia.org/ontology/WrittenWork', {'http://dbpedia.org/ontology/WrittenWork', 'http://dbpedia.org/ontology/Work', 'http://dbpedia.org/ontology/Book'}, '', {'http://dbpedia.org/ontology/TopicalConcept', 'http://dbpedia.org/ontology/Ideology'}]"
The_New_Inquisition,nonFictionSubject,Fundamentalism,"Valid (Domain matches, no expected range)","['http://dbpedia.org/ontology/WrittenWork', {'http://dbpedia.org/ontology/WrittenWork', 'http://dbpedia.org/ontology/Work', 'http://dbpedia.org/ontology/Book'}, '', {'http://dbpedia.org/ontology/TopicalConcept', 'http://dbpedia.org/ontology/Ideology'}]"
Calvary_Baptist_School_(Wisconsin),religion,Fundamentalism,"Valid (No expected domain, no expected range)","['', {'http://dbpedia.org/ontology/EducationalInstitution', 'http://dbpedia.org/ontology/Agent', 'http://dbpedia.org/ontology/School', 'http://dbpedia.org/ontology/Organisation'}, '', {'http://dbpedia.org/ontology/TopicalConcept', 'http://dbpedia.org/ontology/Ideology'}]"
America's_Four_Gods,nonFictionSubject,God,"Valid (Domain matches, no expected range)","['http://dbpedia.org/ontology/WrittenWork', {'http://dbpedia.org/ontology/WrittenWork', 'http://dbpedia.org/ontology/Work', 'http://dbpedia.org/ontology/Book'}, '', {'http://dbpedia.org/ontology/Deity', 'http://dbpedia.org/ontology/Agent'}]"
The_Evolution_of_God,nonFictionSubject,God,"Valid (Domain matches, no expected range)","['http://dbpedia.org/ontology/WrittenWork', {'http://dbpedia.org/ontology/WrittenWork', 'http://dbpedia.org/ontology/Work', 'http://dbpedia.org/ontology/Book'}, '', {'http://dbpedia.org/ontology/Deity', 'http://dbpedia.org/ontology/Agent'}]"
The_God_Who_Is_There,nonFictionSubject,God,"Valid (Domain matches, no expected range)","['http://dbpedia.org/ontology/WrittenWork', {'http://dbpedia.org/ontology/WrittenWork', 'http://dbpedia.org/ontology/Work', 'http://dbpedia.org/ontology/Book'}, '', {'http://dbpedia.org/ontology/Deity', 'http://dbpedia.org/ontology/Agent'}]"
Overcoming_Life's_Disappointments,nonFictionSubject,God,"Valid (Domain matches, no expected range)","['http://dbpedia.org/ontology/WrittenWork', {'http://dbpedia.org/ontology/WrittenWork', 'http://dbpedia.org/ontology/Work', 'http://dbpedia.org/ontology/Book'}, '', {'http://dbpedia.org/ontology/Deity', 'http://dbpedia.org/ontology/Agent'}]"
