Expected,Actual,arts and recreation,biography,food and agriculture,geography,history,language and literature,measurements,philosophy,religion,science,social sciences,technology
http://dbpedia.org/ontology/School,"{'http://dbpedia.org/ontology/City', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location'}",0,1,0,15,0,0,0,0,0,0,0,0
http://dbpedia.org/ontology/Settlement,"{'http://dbpedia.org/ontology/AdministrativeRegion', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Region', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location'}",2,0,0,0,0,0,0,0,0,0,0,0
http://dbpedia.org/ontology/Settlement,{'http://dbpedia.org/ontology/EthnicGroup'},0,1,0,0,0,0,0,0,0,0,0,0
http://dbpedia.org/ontology/SoccerClub,"{'http://dbpedia.org/ontology/CricketTeam', 'http://dbpedia.org/ontology/SportsTeam', 'http://dbpedia.org/ontology/Agent', 'http://dbpedia.org/ontology/Organisation'}",1,0,0,0,0,0,0,0,0,0,0,0
http://dbpedia.org/ontology/Species,"{'http://dbpedia.org/ontology/TopicalConcept', 'http://dbpedia.org/ontology/Taxon'}",0,0,1,0,0,0,0,0,0,0,0,0
http://dbpedia.org/ontology/SportsTeam,"{'http://dbpedia.org/ontology/Agent', 'http://dbpedia.org/ontology/Organisation'}",0,1,0,0,0,0,0,0,0,0,0,0
http://dbpedia.org/ontology/SportsTeam,"{'http://dbpedia.org/ontology/Agent', 'http://dbpedia.org/ontology/SoccerClub', 'http://dbpedia.org/ontology/Non-ProfitOrganisation', 'http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/SportsClub'}",0,1,0,0,0,0,0,0,0,0,0,0
http://dbpedia.org/ontology/SportsTeam,"{'http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/IceHockeyLeague', 'http://dbpedia.org/ontology/Agent', 'http://dbpedia.org/ontology/SportsLeague'}",0,2,0,0,0,0,0,0,0,0,0,0
http://dbpedia.org/ontology/SportsTeam,"{'http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/OrganisationMember', 'http://dbpedia.org/ontology/SportsTeamMember', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Eukaryote', 'http://dbpedia.org/ontology/Animal'}",0,63,0,0,0,0,0,0,0,0,0,0
http://dbpedia.org/ontology/SportsTeam,"{'http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/OrganisationMember', 'http://dbpedia.org/ontology/SportsTeamMember', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/NCAATeamSeason', 'http://dbpedia.org/ontology/Eukaryote', 'http://dbpedia.org/ontology/SportsTeamSeason', 'http://dbpedia.org/ontology/Animal', 'http://dbpedia.org/ontology/SportsSeason'}",4,0,0,0,0,0,0,0,0,0,0,0
http://dbpedia.org/ontology/SportsTeam,"{'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/Location', 'http://dbpedia.org/ontology/PopulatedPlace'}",0,2,0,0,0,0,0,0,0,0,0,0
http://dbpedia.org/ontology/SportsTeam,"{'http://dbpedia.org/ontology/School', 'http://dbpedia.org/ontology/Agent', 'http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/EducationalInstitution'}",0,1,0,0,0,0,0,0,0,0,0,0
http://dbpedia.org/ontology/SportsTeam,"{'http://dbpedia.org/ontology/SoccerClub', 'http://dbpedia.org/ontology/Agent', 'http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/SportsClub'}",186,236,0,0,0,0,0,0,0,0,0,0
http://dbpedia.org/ontology/SportsTeam,"{'http://dbpedia.org/ontology/SoccerLeague', 'http://dbpedia.org/ontology/SportsLeague', 'http://dbpedia.org/ontology/Agent', 'http://dbpedia.org/ontology/Organisation'}",0,1,0,0,0,0,0,0,0,0,0,0
http://dbpedia.org/ontology/SportsTeam,"{'http://dbpedia.org/ontology/SportsTeamSeason', 'http://dbpedia.org/ontology/SoccerClubSeason', 'http://dbpedia.org/ontology/SportsSeason'}",0,2,0,0,0,0,0,0,0,0,0,0
http://dbpedia.org/ontology/SportsTeam,"{'http://dbpedia.org/ontology/Village', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/Location'}",0,0,0,2,0,0,0,0,0,0,0,0
http://dbpedia.org/ontology/Station,"{'http://dbpedia.org/ontology/AdministrativeRegion', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Region', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location'}",0,0,0,2,0,0,0,0,0,0,0,0
http://dbpedia.org/ontology/Station,"{'http://dbpedia.org/ontology/ArchitecturalStructure', 'http://dbpedia.org/ontology/Building', 'http://dbpedia.org/ontology/ShoppingMall'}",0,0,0,1,0,0,0,0,0,0,0,0
http://dbpedia.org/ontology/Station,"{'http://dbpedia.org/ontology/City', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location'}",0,0,0,41,0,0,0,0,0,0,0,0
http://dbpedia.org/ontology/Station,"{'http://dbpedia.org/ontology/CityDistrict', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location'}",0,0,0,2,0,0,0,0,0,0,0,0
http://dbpedia.org/ontology/Station,"{'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/Location', 'http://dbpedia.org/ontology/PopulatedPlace'}",0,0,0,3,0,0,0,0,0,0,0,0
http://dbpedia.org/ontology/Station,"{'http://dbpedia.org/ontology/Town', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location'}",0,0,0,6,0,0,0,0,0,0,0,0
http://dbpedia.org/ontology/Station,"{'http://dbpedia.org/ontology/Village', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/Location'}",0,0,0,1,0,0,0,0,0,0,0,0
http://dbpedia.org/ontology/TelevisionShow,{'http://dbpedia.org/ontology/Award'},1,2,0,0,0,0,0,0,0,0,0,0
http://dbpedia.org/ontology/TelevisionShow,"{'http://dbpedia.org/ontology/Work', 'http://dbpedia.org/ontology/RadioProgram'}",0,2,0,0,0,0,0,0,0,0,0,0
http://dbpedia.org/ontology/Work,"{'http://dbpedia.org/ontology/Anime', 'http://dbpedia.org/ontology/work', 'http://dbpedia.org/ontology/Cartoon'}",2,0,0,0,0,0,0,0,0,0,0,0
http://dbpedia.org/ontology/Work,"{'http://dbpedia.org/ontology/FictionalCharacter', 'http://dbpedia.org/ontology/SoapCharacter', 'http://dbpedia.org/ontology/Agent'}",0,2,0,0,0,0,0,0,0,0,0,0
http://dbpedia.org/ontology/Work,"{'http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Animal', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Eukaryote'}",0,2,0,0,0,0,0,0,0,0,0,0
http://dbpedia.org/ontology/Work,"{'http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Chef', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Eukaryote', 'http://dbpedia.org/ontology/Animal'}",0,0,0,0,0,2,0,0,0,0,0,0
http://dbpedia.org/ontology/Work,{'http://dbpedia.org/ontology/PersonFunction'},0,1,0,0,0,0,0,0,0,0,0,0
