Expected,Actual,"anthropology, psychology and everyday life",arts,biology,geography,history,language and literature,mathematics,people,philosophy,physics,religion,society and social sciences,technology
http://dbpedia.org/ontology/AcademicJournal,"{'http://dbpedia.org/ontology/Academic', 'http://dbpedia.org/ontology/Eukaryote', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Scientist', 'http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Animal'}",2,0,4,0,1,0,2,0,0,3,0,0,4
http://dbpedia.org/ontology/AcademicJournal,"{'http://dbpedia.org/ontology/Athlete', 'http://dbpedia.org/ontology/Eukaryote', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Cricketer', 'http://dbpedia.org/ontology/Scientist', 'http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Animal'}",0,0,0,0,0,0,0,0,0,1,0,0,0
http://dbpedia.org/ontology/AcademicJournal,"{'http://dbpedia.org/ontology/Athlete', 'http://dbpedia.org/ontology/Eukaryote', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Scientist', 'http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Animal', 'http://dbpedia.org/ontology/SoccerPlayer'}",0,0,0,0,0,0,0,0,0,1,0,0,0
http://dbpedia.org/ontology/AcademicJournal,"{'http://dbpedia.org/ontology/Entomologist', 'http://dbpedia.org/ontology/Eukaryote', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Scientist', 'http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Animal'}",0,0,6,0,0,0,0,0,0,1,1,0,0
http://dbpedia.org/ontology/AcademicJournal,"{'http://dbpedia.org/ontology/Eukaryote', 'http://dbpedia.org/ontology/Engineer', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Scientist', 'http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Animal'}",0,0,0,0,0,0,0,0,0,1,0,0,2
http://dbpedia.org/ontology/AcademicJournal,"{'http://dbpedia.org/ontology/Eukaryote', 'http://dbpedia.org/ontology/Philosopher', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Scientist', 'http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Animal'}",1,0,0,0,0,0,0,0,1,1,0,0,0
http://dbpedia.org/ontology/AcademicJournal,"{'http://dbpedia.org/ontology/Eukaryote', 'http://dbpedia.org/ontology/Royalty', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Scientist', 'http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Animal'}",0,0,0,0,0,0,0,0,1,0,0,0,0
http://dbpedia.org/ontology/AcademicJournal,"{'http://dbpedia.org/ontology/Eukaryote', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Scientist', 'http://dbpedia.org/ontology/Medician', 'http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Animal'}",1,0,2,0,0,0,0,0,0,1,0,1,0
http://dbpedia.org/ontology/AcademicJournal,"{'http://dbpedia.org/ontology/Eukaryote', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Scientist', 'http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Animal'}",651,116,2024,66,508,315,1293,366,242,3232,89,1021,1670
http://dbpedia.org/ontology/AcademicJournal,"{'http://dbpedia.org/ontology/Eukaryote', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Scientist', 'http://dbpedia.org/ontology/Politician', 'http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Animal'}",0,0,0,0,0,0,0,0,0,3,0,0,2
http://dbpedia.org/ontology/AcademicJournal,"{'http://dbpedia.org/ontology/Event', 'http://dbpedia.org/ontology/AcademicConference', 'http://dbpedia.org/ontology/SocietalEvent'}",0,0,1,0,0,0,5,0,1,2,0,4,24
http://dbpedia.org/ontology/AcademicJournal,"{'http://dbpedia.org/ontology/Event', 'http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/Agent', 'http://dbpedia.org/ontology/AcademicConference', 'http://dbpedia.org/ontology/SocietalEvent'}",0,0,0,0,0,0,0,0,0,0,0,0,1
http://dbpedia.org/ontology/AcademicJournal,"{'http://dbpedia.org/ontology/MusicFestival', 'http://dbpedia.org/ontology/Event', 'http://dbpedia.org/ontology/AcademicConference', 'http://dbpedia.org/ontology/SocietalEvent'}",0,1,0,0,0,0,0,0,0,0,0,0,0
http://dbpedia.org/ontology/Actor,"{'http://dbpedia.org/ontology/Academic', 'http://dbpedia.org/ontology/Eukaryote', 'http://dbpedia.org/ontology/Philosopher', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Animal'}",0,0,0,0,0,0,0,1,0,0,0,0,0
http://dbpedia.org/ontology/Actor,"{'http://dbpedia.org/ontology/Academic', 'http://dbpedia.org/ontology/Eukaryote', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Animal'}",0,0,0,0,0,0,0,14,0,0,0,0,0
http://dbpedia.org/ontology/Actor,"{'http://dbpedia.org/ontology/AcademicSubject', 'http://dbpedia.org/ontology/TopicalConcept'}",0,1,0,0,0,1,0,0,0,0,0,0,0
http://dbpedia.org/ontology/Actor,"{'http://dbpedia.org/ontology/Activity', 'http://dbpedia.org/ontology/Sport'}",0,1,0,0,0,0,0,0,0,0,0,0,0
http://dbpedia.org/ontology/Actor,"{'http://dbpedia.org/ontology/Agent', 'http://dbpedia.org/ontology/FictionalCharacter'}",0,0,0,0,0,1,0,0,0,0,0,0,0
http://dbpedia.org/ontology/Actor,"{'http://dbpedia.org/ontology/Agent', 'http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/Group', 'http://dbpedia.org/ontology/Band'}",0,0,0,0,0,0,0,31,0,0,0,0,0
http://dbpedia.org/ontology/Actor,"{'http://dbpedia.org/ontology/Agent', 'http://dbpedia.org/ontology/Organisation'}",0,0,0,0,0,0,0,0,0,0,0,1,0
http://dbpedia.org/ontology/Actor,"{'http://dbpedia.org/ontology/Artist', 'http://dbpedia.org/ontology/Eukaryote', 'http://dbpedia.org/ontology/Comedian', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Animal'}",0,0,0,0,0,0,0,66,0,0,0,0,0
http://dbpedia.org/ontology/Actor,"{'http://dbpedia.org/ontology/Artist', 'http://dbpedia.org/ontology/Eukaryote', 'http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/Band', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Group', 'http://dbpedia.org/ontology/Agent', 'http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Animal', 'http://dbpedia.org/ontology/MusicalArtist'}",0,0,0,0,0,0,0,6,0,0,0,0,0
http://dbpedia.org/ontology/Actor,"{'http://dbpedia.org/ontology/Artist', 'http://dbpedia.org/ontology/Eukaryote', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/MusicalArtist', 'http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Animal'}",0,0,0,0,0,0,0,44,0,0,0,1,0
http://dbpedia.org/ontology/Actor,"{'http://dbpedia.org/ontology/Artist', 'http://dbpedia.org/ontology/Eukaryote', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Animal'}",0,0,0,0,0,0,0,10,0,0,0,0,0
http://dbpedia.org/ontology/Actor,"{'http://dbpedia.org/ontology/Athlete', 'http://dbpedia.org/ontology/Eukaryote', 'http://dbpedia.org/ontology/FormulaOneRacer', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/RacingDriver', 'http://dbpedia.org/ontology/MotorsportRacer', 'http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Animal'}",0,0,0,0,0,0,0,7,0,0,0,0,0
http://dbpedia.org/ontology/Actor,"{'http://dbpedia.org/ontology/Athlete', 'http://dbpedia.org/ontology/Eukaryote', 'http://dbpedia.org/ontology/IceHockeyPlayer', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Animal', 'http://dbpedia.org/ontology/WinterSportPlayer'}",0,0,0,0,0,0,0,3,0,0,0,0,0
http://dbpedia.org/ontology/Actor,"{'http://dbpedia.org/ontology/Athlete', 'http://dbpedia.org/ontology/Eukaryote', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/BasketballPlayer', 'http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Animal'}",0,0,0,0,0,0,0,16,0,0,0,0,0
http://dbpedia.org/ontology/Actor,"{'http://dbpedia.org/ontology/Athlete', 'http://dbpedia.org/ontology/Eukaryote', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Boxer', 'http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Animal'}",0,0,0,0,0,0,0,10,0,0,0,0,0
http://dbpedia.org/ontology/Actor,"{'http://dbpedia.org/ontology/Athlete', 'http://dbpedia.org/ontology/Eukaryote', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/ChessPlayer', 'http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Animal'}",0,0,0,0,0,0,0,4,0,0,0,0,0
http://dbpedia.org/ontology/Actor,"{'http://dbpedia.org/ontology/Athlete', 'http://dbpedia.org/ontology/Eukaryote', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Cricketer', 'http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Animal'}",0,0,0,0,0,0,0,1,0,0,0,0,0
http://dbpedia.org/ontology/Actor,"{'http://dbpedia.org/ontology/Athlete', 'http://dbpedia.org/ontology/Eukaryote', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/GridironFootballPlayer', 'http://dbpedia.org/ontology/AmericanFootballPlayer', 'http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Animal'}",0,0,0,0,0,0,0,47,0,0,0,0,0
http://dbpedia.org/ontology/Actor,"{'http://dbpedia.org/ontology/Athlete', 'http://dbpedia.org/ontology/Eukaryote', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Animal', 'http://dbpedia.org/ontology/BaseballPlayer'}",0,0,0,0,0,0,0,10,0,0,0,0,0
http://dbpedia.org/ontology/Actor,"{'http://dbpedia.org/ontology/Athlete', 'http://dbpedia.org/ontology/Eukaryote', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Animal', 'http://dbpedia.org/ontology/Cyclist'}",0,0,0,0,0,0,0,1,0,0,0,0,0
http://dbpedia.org/ontology/Actor,"{'http://dbpedia.org/ontology/Athlete', 'http://dbpedia.org/ontology/Eukaryote', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Animal', 'http://dbpedia.org/ontology/FigureSkater', 'http://dbpedia.org/ontology/WinterSportPlayer'}",0,0,0,0,0,0,0,1,0,0,0,0,0
http://dbpedia.org/ontology/Actor,"{'http://dbpedia.org/ontology/Athlete', 'http://dbpedia.org/ontology/Eukaryote', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Animal', 'http://dbpedia.org/ontology/Skier', 'http://dbpedia.org/ontology/WinterSportPlayer'}",0,0,0,0,0,0,0,2,0,0,0,0,0
http://dbpedia.org/ontology/Actor,"{'http://dbpedia.org/ontology/Athlete', 'http://dbpedia.org/ontology/Eukaryote', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Animal', 'http://dbpedia.org/ontology/SoccerPlayer'}",0,0,0,0,0,0,0,9,0,0,0,0,0
http://dbpedia.org/ontology/Actor,"{'http://dbpedia.org/ontology/Athlete', 'http://dbpedia.org/ontology/Eukaryote', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Animal'}",0,0,0,0,0,0,0,17,0,0,0,0,0
http://dbpedia.org/ontology/Actor,"{'http://dbpedia.org/ontology/Athlete', 'http://dbpedia.org/ontology/Eukaryote', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Politician', 'http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Animal', 'http://dbpedia.org/ontology/FigureSkater', 'http://dbpedia.org/ontology/WinterSportPlayer'}",0,0,0,0,0,0,0,1,0,0,0,0,0
http://dbpedia.org/ontology/Actor,"{'http://dbpedia.org/ontology/Athlete', 'http://dbpedia.org/ontology/Eukaryote', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Skater', 'http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Animal', 'http://dbpedia.org/ontology/WinterSportPlayer'}",0,0,0,0,0,0,0,1,0,0,0,0,0
http://dbpedia.org/ontology/Actor,"{'http://dbpedia.org/ontology/Athlete', 'http://dbpedia.org/ontology/Eukaryote', 'http://dbpedia.org/ontology/TennisPlayer', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Animal'}",0,0,0,0,0,0,0,13,0,0,0,0,0
http://dbpedia.org/ontology/Actor,"{'http://dbpedia.org/ontology/Country', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location'}",0,0,0,2,0,0,0,0,0,0,0,0,0
http://dbpedia.org/ontology/Actor,"{'http://dbpedia.org/ontology/Deity', 'http://dbpedia.org/ontology/Agent'}",0,0,0,0,0,0,0,0,0,0,1,0,0
http://dbpedia.org/ontology/Actor,{'http://dbpedia.org/ontology/Disease'},1,0,0,0,0,0,0,0,0,0,0,0,0
http://dbpedia.org/ontology/Actor,"{'http://dbpedia.org/ontology/EducationalInstitution', 'http://dbpedia.org/ontology/University', 'http://dbpedia.org/ontology/Agent', 'http://dbpedia.org/ontology/Organisation'}",0,0,0,0,0,0,0,0,0,0,0,1,0
http://dbpedia.org/ontology/Actor,"{'http://dbpedia.org/ontology/Eukaryote', 'http://dbpedia.org/ontology/Astronaut', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Animal'}",0,0,0,0,0,0,0,2,0,0,0,0,0
http://dbpedia.org/ontology/Actor,"{'http://dbpedia.org/ontology/Eukaryote', 'http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/Band', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Group', 'http://dbpedia.org/ontology/Agent', 'http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Animal'}",0,0,0,0,0,0,0,16,0,0,0,0,0
http://dbpedia.org/ontology/Actor,"{'http://dbpedia.org/ontology/Eukaryote', 'http://dbpedia.org/ontology/Pope', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Cleric', 'http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Animal'}",0,0,0,0,0,0,0,1,0,0,0,0,0
http://dbpedia.org/ontology/Actor,"{'http://dbpedia.org/ontology/Eukaryote', 'http://dbpedia.org/ontology/Religious', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Cleric', 'http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Animal'}",0,0,0,0,0,0,0,4,0,0,0,0,0
http://dbpedia.org/ontology/Actor,"{'http://dbpedia.org/ontology/Eukaryote', 'http://dbpedia.org/ontology/Religious', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Animal'}",0,0,0,0,0,0,0,2,0,0,0,0,0
http://dbpedia.org/ontology/Actor,"{'http://dbpedia.org/ontology/Eukaryote', 'http://dbpedia.org/ontology/Royalty', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Animal'}",0,0,0,0,0,0,0,21,0,0,1,0,0
http://dbpedia.org/ontology/Actor,"{'http://dbpedia.org/ontology/Eukaryote', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Animal', 'http://dbpedia.org/ontology/Architect'}",0,0,0,0,0,0,0,6,0,0,0,0,0
http://dbpedia.org/ontology/Actor,"{'http://dbpedia.org/ontology/Eukaryote', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Animal', 'http://dbpedia.org/ontology/Writer'}",0,0,0,0,0,0,0,53,0,0,0,0,0
http://dbpedia.org/ontology/Actor,"{'http://dbpedia.org/ontology/Eukaryote', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Animal'}",0,22,0,0,0,0,0,4309,0,0,0,28,0
http://dbpedia.org/ontology/Actor,"{'http://dbpedia.org/ontology/Eukaryote', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Politician', 'http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Animal', 'http://dbpedia.org/ontology/Economist'}",0,0,0,0,0,0,0,2,0,0,0,0,0
http://dbpedia.org/ontology/Actor,"{'http://dbpedia.org/ontology/Eukaryote', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Politician', 'http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Animal'}",0,0,0,0,0,0,0,221,0,0,0,0,0
http://dbpedia.org/ontology/Actor,"{'http://dbpedia.org/ontology/Eukaryote', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Scientist', 'http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Animal'}",0,0,0,0,0,0,0,18,0,0,0,0,0
http://dbpedia.org/ontology/Actor,"{'http://dbpedia.org/ontology/Eukaryote', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Scientist', 'http://dbpedia.org/ontology/Politician', 'http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Animal'}",0,0,0,0,0,0,0,1,0,0,0,0,0
http://dbpedia.org/ontology/Actor,"{'http://dbpedia.org/ontology/Eukaryote', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/SoccerManager', 'http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Animal', 'http://dbpedia.org/ontology/SportsManager'}",0,0,0,0,0,0,0,11,0,0,0,0,0
http://dbpedia.org/ontology/Actor,{'http://dbpedia.org/ontology/Food'},0,0,0,0,0,0,0,0,0,0,0,0,1
http://dbpedia.org/ontology/Actor,"{'http://dbpedia.org/ontology/GolfPlayer', 'http://dbpedia.org/ontology/Athlete', 'http://dbpedia.org/ontology/Eukaryote', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Animal'}",0,0,0,0,0,0,0,4,0,0,0,0,0
http://dbpedia.org/ontology/Actor,"{'http://dbpedia.org/ontology/Gymnast', 'http://dbpedia.org/ontology/Athlete', 'http://dbpedia.org/ontology/Eukaryote', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Animal'}",0,0,0,0,0,0,0,1,0,0,0,0,0
http://dbpedia.org/ontology/Actor,{'http://dbpedia.org/ontology/Language'},0,0,0,0,0,3,0,0,0,0,0,0,0
http://dbpedia.org/ontology/Actor,"{'http://dbpedia.org/ontology/MilitaryPerson', 'http://dbpedia.org/ontology/Eukaryote', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Animal'}",0,0,0,0,0,0,0,1,0,0,0,0,0
http://dbpedia.org/ontology/Actor,"{'http://dbpedia.org/ontology/MilitaryUnit', 'http://dbpedia.org/ontology/Agent', 'http://dbpedia.org/ontology/Organisation'}",0,0,0,0,1,0,0,0,0,0,0,0,0
http://dbpedia.org/ontology/Actor,{'http://dbpedia.org/ontology/PersonFunction'},0,0,0,0,0,0,0,3984,0,0,0,0,0
http://dbpedia.org/ontology/Actor,"{'http://dbpedia.org/ontology/Profession', 'http://dbpedia.org/ontology/PersonFunction'}",0,0,0,0,0,0,0,0,0,0,1,0,0
http://dbpedia.org/ontology/Actor,"{'http://dbpedia.org/ontology/Saint', 'http://dbpedia.org/ontology/Eukaryote', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Cleric', 'http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Animal', 'http://dbpedia.org/ontology/Architect'}",0,0,0,0,0,0,0,1,0,0,0,0,0
http://dbpedia.org/ontology/Actor,"{'http://dbpedia.org/ontology/Saint', 'http://dbpedia.org/ontology/Eukaryote', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Cleric', 'http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Animal'}",0,0,0,0,0,0,0,1,0,0,0,0,0
http://dbpedia.org/ontology/Actor,"{'http://dbpedia.org/ontology/Taxon', 'http://dbpedia.org/ontology/TopicalConcept'}",0,0,1,0,0,0,0,0,0,0,0,0,0
http://dbpedia.org/ontology/Actor,"{'http://dbpedia.org/ontology/TelevisionStation', 'http://dbpedia.org/ontology/Agent', 'http://dbpedia.org/ontology/Broadcaster', 'http://dbpedia.org/ontology/Organisation'}",0,0,0,0,0,0,0,0,0,0,0,2,0
http://dbpedia.org/ontology/AdministrativeRegion,"{'http://dbpedia.org/ontology/ArchitecturalStructure', 'http://dbpedia.org/ontology/Country', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location', 'http://dbpedia.org/ontology/Building'}",0,0,0,1,0,0,0,0,0,0,0,0,0
http://dbpedia.org/ontology/AdministrativeRegion,"{'http://dbpedia.org/ontology/Country', 'http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Agent', 'http://dbpedia.org/ontology/Location', 'http://dbpedia.org/ontology/EducationalInstitution', 'http://dbpedia.org/ontology/University'}",0,0,0,2,0,0,0,0,0,0,0,0,0
http://dbpedia.org/ontology/AdministrativeRegion,"{'http://dbpedia.org/ontology/Country', 'http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Agent', 'http://dbpedia.org/ontology/Location'}",0,0,0,0,1,0,0,0,0,0,0,0,0
http://dbpedia.org/ontology/AdministrativeRegion,"{'http://dbpedia.org/ontology/Country', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Agent', 'http://dbpedia.org/ontology/Location', 'http://dbpedia.org/ontology/Non-ProfitOrganisation'}",0,0,0,3,0,0,0,0,0,0,0,0,0
http://dbpedia.org/ontology/AdministrativeRegion,"{'http://dbpedia.org/ontology/Country', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Agent', 'http://dbpedia.org/ontology/Location'}",0,0,0,23,0,0,0,0,0,0,0,0,0
http://dbpedia.org/ontology/AdministrativeRegion,"{'http://dbpedia.org/ontology/Country', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Company', 'http://dbpedia.org/ontology/Agent', 'http://dbpedia.org/ontology/Location'}",0,0,0,1,0,0,0,0,0,0,0,0,0
http://dbpedia.org/ontology/AdministrativeRegion,"{'http://dbpedia.org/ontology/Country', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location', 'http://dbpedia.org/ontology/State'}",0,0,0,2,0,0,0,0,0,0,0,0,0
http://dbpedia.org/ontology/AdministrativeRegion,"{'http://dbpedia.org/ontology/Country', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location'}",0,0,0,171,0,0,0,0,0,0,0,63,0
http://dbpedia.org/ontology/AdministrativeRegion,"{'http://dbpedia.org/ontology/Country', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/Agent', 'http://dbpedia.org/ontology/Location'}",0,0,0,0,0,0,0,0,0,0,0,3,0
http://dbpedia.org/ontology/Agent,"{'http://dbpedia.org/ontology/AcademicSubject', 'http://dbpedia.org/ontology/TopicalConcept'}",0,2,1,0,0,1,0,0,1,1,0,1,1
http://dbpedia.org/ontology/Agent,"{'http://dbpedia.org/ontology/Activity', 'http://dbpedia.org/ontology/Game', 'http://dbpedia.org/ontology/BoardGame'}",0,1,0,0,0,0,0,0,0,0,0,0,0
http://dbpedia.org/ontology/Agent,"{'http://dbpedia.org/ontology/Activity', 'http://dbpedia.org/ontology/Sport'}",0,1,0,0,0,0,0,0,0,0,0,0,0
http://dbpedia.org/ontology/Agent,"{'http://dbpedia.org/ontology/AdministrativeRegion', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location', 'http://dbpedia.org/ontology/Region'}",0,0,0,14,0,0,0,0,0,0,0,0,0
http://dbpedia.org/ontology/Agent,"{'http://dbpedia.org/ontology/AdministrativeRegion', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/Location', 'http://dbpedia.org/ontology/City', 'http://dbpedia.org/ontology/Region'}",0,0,0,5,0,0,0,0,0,0,0,0,0
http://dbpedia.org/ontology/Agent,"{'http://dbpedia.org/ontology/AdministrativeRegion', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/Location', 'http://dbpedia.org/ontology/Region'}",0,0,0,10,0,0,0,0,0,0,0,0,0
http://dbpedia.org/ontology/Agent,"{'http://dbpedia.org/ontology/ArchitecturalStructure', 'http://dbpedia.org/ontology/Airport', 'http://dbpedia.org/ontology/Infrastructure'}",0,0,0,0,0,0,0,0,0,0,0,0,1
http://dbpedia.org/ontology/Agent,"{'http://dbpedia.org/ontology/ArchitecturalStructure', 'http://dbpedia.org/ontology/Building'}",0,0,0,0,0,0,0,0,0,0,0,2,0
http://dbpedia.org/ontology/Agent,"{'http://dbpedia.org/ontology/ArchitecturalStructure', 'http://dbpedia.org/ontology/Museum', 'http://dbpedia.org/ontology/Building'}",0,0,0,0,0,0,0,0,0,0,0,6,0
http://dbpedia.org/ontology/Agent,"{'http://dbpedia.org/ontology/ArchitecturalStructure', 'http://dbpedia.org/ontology/RailwayLine', 'http://dbpedia.org/ontology/Infrastructure', 'http://dbpedia.org/ontology/RouteOfTransportation'}",0,0,0,0,0,0,0,0,0,0,0,0,1
http://dbpedia.org/ontology/Agent,"{'http://dbpedia.org/ontology/ArchitecturalStructure', 'http://dbpedia.org/ontology/Skyscraper', 'http://dbpedia.org/ontology/Building'}",0,1,0,0,0,0,0,0,0,0,0,0,0
