Property,"anthropology, psychology and everyday life",arts,biology,geography,history,language and literature,mathematics,people,philosophy,physics,religion,society and social sciences,technology
jurisdiction,0,2,0,1366,85,0,0,0,0,0,1,62,1
kegg,0,0,0,0,0,0,0,0,0,3,0,0,0
keyPerson,0,4,4,15,4,0,0,262,0,1,1,65,55
kingdom,0,0,152,0,0,0,0,0,0,0,0,0,0
knownFor,314,1071,1685,1142,938,343,920,2414,134,2377,234,1991,1338
lake,0,2,0,0,0,0,0,0,0,0,0,0,4
landingDate,0,0,0,0,0,0,0,0,0,0,0,0,3
language,120,102,0,1470,204,3609,0,35,0,0,8,155,109
languageFamily,0,0,0,9,0,1546,0,0,0,0,0,0,0
languageRegulator,0,0,0,17,0,87,0,0,0,0,0,2,0
largestCity,0,2,0,290,15,0,0,0,0,0,0,13,0
lastAppearance,0,1,0,0,0,6,0,0,0,0,0,0,0
lastElectionDate,0,0,0,0,0,0,0,0,0,0,0,1,0
latestReleaseDate,0,0,0,0,0,0,0,0,0,0,0,0,5
latestReleaseVersion,0,0,0,0,0,0,0,0,0,0,0,0,9
latinName,0,0,43,0,0,0,0,0,0,0,0,1,0
launchDate,0,0,0,0,0,0,0,0,0,5,0,0,3
launchSite,0,0,0,5,0,0,0,0,0,0,0,0,74
launchVehicle,0,0,0,0,0,0,0,0,0,7,0,0,33
layout,0,0,0,1,0,0,0,0,0,0,0,0,7
lcc,0,0,0,0,0,12,0,0,0,0,0,0,0
lccn,0,0,0,0,0,0,0,0,0,0,0,1,0
leader,0,0,0,4,5,0,0,361,0,0,0,17,0
leaderName,0,0,1,6,1,0,0,6,0,0,0,0,0
leaderParty,0,0,0,6,0,0,0,0,0,0,0,0,0
leaderTitle,0,0,0,2,0,0,0,0,0,0,0,0,0
league,0,154,0,11,0,0,0,2,0,0,0,10,0
legalForm,0,0,0,0,0,0,0,0,0,0,0,29,0
legislativePeriodName,0,0,0,0,0,0,0,0,0,0,0,1,0
legislature,0,0,0,198,34,0,0,0,0,0,0,22,0
length,0,3,0,117,0,0,0,0,0,0,0,0,19
license,0,0,5,0,0,0,0,2,0,5,0,33,79
lieutenancyArea,0,0,0,88,0,0,0,0,0,0,0,0,0
lineLength,0,0,0,0,0,0,0,0,0,0,0,0,1
literaryGenre,110,330,43,18,272,829,19,2,230,89,278,448,87
localAuthority,0,0,0,0,0,0,0,0,0,0,0,1,0
locatedInArea,0,1,1,5245,5,0,0,0,0,47,0,0,25
location,0,333,18,25651,185,3,1,19,0,65,17,263,83
locationCity,0,9,2,4088,1,0,0,0,0,0,0,11,3
locationCountry,0,0,0,3477,26,1,0,0,0,0,0,10,1
locationIdentifier,0,0,0,0,0,0,0,0,0,0,0,0,1
lowestPlace,0,0,0,2,0,0,0,0,0,0,0,0,0
lymph,0,0,10,0,0,0,0,0,0,0,0,0,0
lyrics,0,1,0,0,0,0,0,104,0,0,0,0,0
magazine,0,0,0,0,0,0,0,0,0,0,0,1,1
maidenFlight,0,0,0,0,0,0,0,0,0,0,0,0,5
maidenFlightRocket,0,0,0,0,0,0,0,0,0,0,0,0,3
mainInterest,137,39,55,6,180,194,70,584,1189,88,235,474,30
mainOrgan,0,0,1,2,0,0,0,0,0,0,0,11,2
mainspan,0,0,0,0,0,0,0,0,0,0,0,0,8
maintainedBy,0,0,0,70,0,0,0,0,0,0,0,0,12
majorShrine,0,19,0,314,9,0,0,27,0,0,1,0,0
management,0,1,0,1,0,0,0,0,0,0,0,0,0
manager,0,0,0,15,0,0,0,69,0,0,0,0,0
managerClub,0,0,0,44,3,0,0,46,0,0,0,25,1
manufactory,0,0,0,9,0,0,0,0,0,0,0,0,2
manufacturer,0,2,0,66,0,0,0,13,0,8,0,227,622
map,0,0,0,30,0,0,0,0,0,0,0,0,0
march,0,0,0,0,0,1,0,1,0,0,0,2,0
mascot,0,0,0,0,1,0,0,0,0,0,0,25,0
material,0,1,18,1,0,0,0,0,0,200,0,0,255
maximumDepth,0,0,0,60,0,0,0,0,0,0,0,0,0
maximumElevation,0,1,0,70,0,0,0,0,0,0,0,0,0
maximumTemperature,0,0,0,4,0,0,0,0,0,14,0,0,0
mayor,0,0,0,6,0,0,0,0,0,0,0,0,0
meanTemperature,0,0,0,0,0,0,0,0,0,20,0,0,0
meaning,0,0,0,0,0,0,0,0,0,0,1,2,0
mediaType,1,6,0,1,1,83,0,0,0,1,0,68,129
medicalCause,3,1,419,0,0,0,0,0,0,26,0,8,9
medicalDiagnosis,1,0,337,0,1,0,0,0,0,80,0,2,0
medicalSpecialty,12,0,275,0,0,0,0,0,0,0,0,0,0
medication,3,0,75,0,0,0,0,0,0,5,0,1,2
medlinePlus,3,0,88,0,0,0,0,0,0,0,0,3,0
meetingRoad,0,0,0,0,0,0,0,1,0,0,0,0,0
membership,0,0,0,9,1,0,0,0,0,0,0,122,0
mergedWith,0,0,1,2,5,0,0,0,0,1,0,4,0
meshId,4,0,85,0,0,0,0,0,1,0,0,3,0
metropolitanBorough,0,0,0,145,0,0,0,0,0,0,0,0,0
militaryBranch,0,0,0,12,194,0,0,8,0,0,0,257,78
militaryCommand,0,0,0,0,0,0,0,11,0,0,0,0,0
militaryRank,0,0,17,6,12,0,0,0,0,0,0,452,5
militaryUnit,0,0,0,15,43,1,0,7,0,0,0,109,17
militaryUnitSize,0,0,0,0,2,0,0,0,0,0,0,0,0
minimumElevation,0,1,0,48,0,0,0,0,0,0,0,0,0
minimumTemperature,0,0,0,4,0,0,0,0,0,14,0,0,0
mission,0,0,0,0,0,0,0,2,0,0,0,0,2
missionDuration,0,0,0,0,0,0,0,0,0,5,0,0,1
monarch,0,0,0,0,0,0,0,113,0,0,0,0,0
month,0,0,0,0,0,0,0,0,0,60,0,0,0
mother,0,0,0,1,0,0,0,17,0,0,0,0,0
motive,0,0,0,0,0,0,0,2,0,0,0,0,0
motto,0,0,0,262,40,0,0,0,0,0,0,89,0
mountainRange,0,0,0,994,0,0,0,0,0,2,0,0,0
mouthElevation,0,0,0,31,0,0,0,0,0,0,0,0,0
mouthMountain,0,0,1,2044,1,0,0,1,0,5,0,4,0
mouthPlace,0,0,1,2044,1,0,0,1,0,5,0,4,0
movement,3,1832,4,13,90,121,2,234,210,2,14,138,15
museum,0,187,0,90,2,0,0,2,0,1,0,596,1
musicBy,0,1,0,0,0,0,0,300,0,0,0,0,0
musicComposer,0,9,1,3,0,0,0,1557,0,0,3,0,0
musicFusionGenre,0,164,0,0,0,0,0,0,0,0,0,0,0
musicSubgenre,0,239,0,1,0,0,0,0,0,0,0,0,0
musicType,0,55,0,0,0,0,0,0,0,0,0,0,0
muteCharacterInPlay,0,0,0,0,0,1,0,0,0,0,0,0,0
mythology,0,0,0,0,0,0,0,0,0,0,50,0,0
namedAfter,7,6,44,280,37,43,1,401,2,32,29,18,14
narrator,0,0,0,0,0,0,0,374,0,0,0,2,0
nationalAffiliation,0,0,0,4,1,0,0,0,0,0,1,0,0
nationalTeam,0,0,0,14,0,0,0,0,0,0,0,0,0
nationalTopographicSystemMapNumber,0,0,0,4,0,0,0,0,0,0,0,0,0
nationality,281,2,0,6804,1057,897,0,100,0,2,8,42,0
nearestCity,0,3,0,1148,0,0,0,1,0,0,0,0,0
neighboringMunicipality,0,0,0,34,0,2,0,0,0,0,0,6,3
neighbourConstellations,0,0,0,0,0,0,0,0,0,348,0,0,0
nerve,0,0,18,0,0,0,0,0,0,0,0,0,0
netIncome,0,0,0,0,0,0,0,0,0,0,0,14,5
network,0,1,0,23,0,1,0,0,0,0,0,546,2
nextMission,0,0,0,0,0,0,0,0,0,7,0,0,5
nobelLaureates,0,0,0,0,0,0,0,9,0,1,0,0,0
nonFictionSubject,221,275,294,120,737,316,120,483,398,297,389,1027,225
notableCommander,1,0,0,0,2,0,0,112,0,0,0,111,0
notableIdea,20,7,8,2,7,8,22,618,114,22,27,52,4
notableStudent,0,0,0,0,0,0,0,348,0,0,0,1,0
notableWork,2,77,5,94,9,46,0,617,1,3,13,63,11
nrhpType,0,3,0,0,0,0,0,0,0,0,0,0,0
number,0,0,0,0,0,0,0,14,0,0,0,0,0
numberOfDoctoralStudents,0,0,0,0,0,0,0,0,0,0,0,16,0
numberOfEmployees,0,0,0,0,3,0,0,0,0,0,0,18,21
numberOfEpisodes,0,0,0,0,0,0,0,0,0,0,0,18,0
numberOfLines,0,0,0,0,0,0,0,0,0,0,0,0,3
numberOfLocations,0,0,0,0,0,0,0,0,0,0,0,5,1
numberOfMembers,0,0,0,0,0,0,0,0,0,0,0,1,0
numberOfOrbits,0,0,0,0,0,0,0,0,0,0,0,0,2
numberOfPages,0,0,0,0,0,13,0,1,0,0,0,0,0
numberOfParkingSpaces,0,1,0,0,0,0,0,0,0,0,0,0,0
numberOfPiersInWater,0,0,0,0,0,0,0,0,0,0,0,0,2
numberOfPostgraduateStudents,0,0,0,0,0,0,0,0,0,0,0,51,0
numberOfRooms,0,1,0,0,0,0,0,0,0,0,0,0,0
numberOfSeasons,0,0,0,0,0,0,0,0,0,0,0,13,0
numberOfSpans,0,0,0,0,0,0,0,0,0,0,0,0,1
numberOfStaff,0,0,0,0,0,0,0,0,0,0,0,11,1
numberOfStations,0,0,0,0,0,0,0,0,0,0,0,0,3
numberOfStudents,0,0,0,0,0,0,0,0,0,0,0,49,0
numberOfSuites,0,1,0,0,0,0,0,0,0,0,0,0,0
numberOfTeams,0,1,0,0,0,0,0,0,0,0,0,0,0
numberOfTracks,0,0,0,0,0,0,0,0,0,0,0,0,2
numberOfUndergraduateStudents,0,0,0,0,0,0,0,0,0,0,0,49,0
numberOfVehicles,0,0,0,0,0,0,0,0,0,0,0,0,1
numberOfVisitors,0,4,0,12,0,0,0,0,0,0,0,14,0
numberOfVolunteers,0,0,0,0,0,0,0,0,0,0,0,1,0
occupation,318,3822,1084,355,994,623,78,1038,294,631,633,3680,1572
oclc,0,0,0,0,0,8,0,0,0,0,0,1,0
officerInCharge,0,0,0,2,0,0,0,0,0,0,0,1,0
officialLanguage,0,0,0,288,73,576,0,0,0,0,0,27,0
officialSchoolColour,0,0,0,0,0,0,0,0,0,0,0,39,0
omim,2,0,25,0,0,0,0,0,0,0,0,0,0
openAccessContent,0,0,0,0,0,0,0,0,0,0,0,1,0
openingDate,0,6,0,0,0,0,0,0,0,0,0,0,17
openingFilm,0,1,0,0,0,0,0,2,0,0,0,0,0
openingTheme,1,4,0,1,0,2,0,47,0,0,1,3,0
openingYear,0,3,0,0,0,0,0,0,0,0,0,0,22
operatingIncome,0,0,0,0,0,0,0,0,0,0,0,13,5
operatingSystem,0,0,0,0,0,0,0,0,0,0,0,10,436
operator,0,3,1,151,118,1,0,2,0,7,0,139,349
opponent,0,0,0,1,11,0,0,13,0,0,2,2,0
orbitalPeriod,0,0,0,0,0,0,0,0,0,13,0,0,0
order,0,0,567,0,0,0,0,0,0,0,0,0,0
organSystem,0,0,15,0,0,0,0,0,0,0,0,0,0
origin,0,0,6,1504,411,2,0,0,0,0,0,5,12
originalLanguage,0,0,0,2,0,316,0,0,0,0,0,0,0
originalName,0,6,0,76,48,0,0,7,0,0,0,19,5
orpha,0,0,5,0,0,0,0,0,0,0,0,0,0
outflow,0,0,0,352,0,0,0,0,0,50,0,0,3
owner,0,29,0,1213,114,3,0,168,0,2,18,691,156
owningCompany,0,18,0,143,2,0,0,40,0,0,0,267,85
owningOrganisation,0,0,0,171,0,0,0,0,0,0,0,2,2
parent,1,4,0,15,23,3,0,1602,0,2,27,12,0
parentCompany,0,4,0,22,0,0,0,6,0,0,0,350,236
parentMountainPeak,0,0,0,339,0,0,0,0,0,0,0,0,0
parentOrganisation,0,4,0,15,33,0,0,1,0,0,101,288,38
part,0,2,0,8,0,0,0,0,0,7,0,0,4
partialFailedLaunches,0,0,0,0,0,0,0,0,0,0,0,0,3
participant,0,21,0,0,0,0,0,0,0,0,0,1,0
partner,0,0,0,1,0,0,0,358,0,0,2,3,0
party,0,0,0,17,76,0,0,371,0,1,1,56,0
passengersPerDay,0,0,0,0,0,0,0,0,0,0,0,0,2
passengersPerYear,0,0,0,0,0,0,0,0,0,0,0,0,2
patron,0,0,0,5,4,1,0,160,0,1,14,3,0
patronSaint,0,0,0,0,0,0,0,174,0,0,1,0,0
percentageOfAreaWater,0,0,0,154,2,0,0,0,0,0,0,5,0
periapsis,0,0,0,0,0,0,0,0,0,6,0,0,0
person,0,1,0,105,0,1,0,115,0,0,14,17,0
philosophicalSchool,16,4,0,1,17,13,0,294,455,5,87,141,2
phylum,0,0,327,0,0,0,0,0,0,0,0,0,0
place,0,9,7,8281,1687,2,0,2,0,5,2,4,1
placeOfBurial,0,7,2,60,12,0,0,1,0,0,0,0,0
plays,0,0,0,0,0,0,0,15,0,0,0,0,0
poleDriver,0,0,0,0,0,0,0,233,0,0,0,0,0
poleDriverCountry,0,0,0,16,0,0,0,0,0,0,0,0,0
poleDriverTeam,0,0,0,0,0,0,0,1,0,0,0,0,1
politicalPartyInLegislature,0,0,0,1,1,0,0,0,0,5,0,43,0
politicalPartyOfLeader,0,0,0,1,1,0,0,0,0,0,0,1,0
politician,0,0,0,20,1,5,0,13,0,0,0,53,0
populationAsOf,0,0,0,22,0,0,0,0,0,0,0,0,0
populationDensity,0,1,0,475,5,0,0,0,0,0,0,25,0
populationMetro,0,1,0,173,1,0,0,0,0,0,0,0,0
populationMetroDensity,0,0,0,39,0,0,0,0,0,0,0,0,0
populationPlace,147,4,1,6168,23,1,0,0,0,13,6,23,1
populationRural,0,0,0,3,0,0,0,0,0,0,0,0,0
populationTotal,0,2,1,467,7,0,0,0,0,1,0,19,0
populationTotalRanking,0,1,0,351,0,0,0,0,0,0,0,4,0
populationUrban,0,0,0,120,0,0,0,0,0,0,0,0,0
populationUrbanDensity,0,0,0,61,0,0,0,0,0,0,0,0,0
portrayer,0,0,1,0,0,1,0,159,0,0,0,1,0
position,0,76,0,19,3,0,0,56,0,1,0,27,0
postalCode,0,3,1,213,0,0,0,0,0,0,0,0,0
powerType,0,0,2,2,0,0,0,1,0,26,0,29,242
precursor,0,0,8,0,0,0,0,0,0,0,0,0,0
predecessor,0,2,0,20,58,1,1,1225,0,2,57,87,35
premiereDate,0,0,0,0,0,1,0,0,0,0,0,0,0
premierePlace,0,35,0,311,20,1,0,1,0,0,0,4,0
premiereYear,0,0,0,0,0,5,0,0,0,0,0,0,0
presenter,0,27,0,103,61,17,0,181,0,1,1,223,5
president,0,1,0,5,0,0,0,2624,0,0,3,27,0
previousEditor,0,0,0,0,0,0,0,3,0,0,0,5,0
previousEvent,0,0,0,1,0,0,0,0,0,0,0,0,0
previousMission,0,0,0,0,0,0,0,0,0,8,0,0,5
previousWork,0,2,0,15,0,26,0,6,1,0,2,1,0
primaryFuelType,0,0,0,0,0,0,0,0,0,0,0,0,51
primeMinister,0,0,0,0,0,0,0,1600,0,0,0,1,0
principal,0,0,0,2,0,0,0,0,0,1,8,8,0
principalEngineer,0,0,0,6,0,0,0,2,0,0,0,0,0
producer,0,13,1,13,1,0,0,4293,0,0,0,78,0
product,15,1396,674,19,21,90,7,1,15,1089,15,1330,8488
production,0,0,0,0,0,0,0,0,0,0,0,0,10
productionCompany,0,19,0,28,1,1,0,145,0,0,0,157,4
productionEndYear,0,0,0,0,0,0,0,0,0,0,0,0,6
productionStartYear,0,0,0,0,0,0,0,0,0,0,0,0,7
profession,11,34,322,16,24,19,20,23,10,74,37,1080,259
programmeFormat,5,464,4,9,1,101,0,5,0,7,53,118,11
programmingLanguage,0,0,0,3,0,0,0,0,0,1,0,0,526
projectParticipant,0,0,0,4,0,0,0,2,0,0,0,3,0
prominence,0,0,0,13,0,0,0,0,0,0,0,0,0
province,0,0,0,266,2,0,0,0,0,0,1,4,0
provost,0,0,0,0,0,0,0,0,0,0,0,16,0
pseudonym,0,0,0,0,0,0,0,49,0,0,0,0,0
pubchem,0,0,0,0,0,0,0,0,0,4,0,0,0
publicationDate,0,0,0,0,0,6,0,0,0,0,0,0,0
publisher,0,16,6,210,20,35,0,16,3,5,3,402,16
purpose,0,0,0,1,0,0,0,0,0,0,0,31,6
race,0,0,0,3,0,0,0,0,0,0,0,1,0
raceHorse,0,1,1,1,1,0,0,2,0,2,1,1,2
railwayLineUsingTunnel,0,0,0,2,0,0,0,0,0,0,0,0,1
railwayRollingStock,0,0,0,0,0,0,0,0,0,0,0,0,8
rebuilder,0,0,0,3,0,0,0,0,0,0,0,0,0
recordLabel,1,12,7,33,0,3,0,198,0,22,8,128,17
recordedIn,0,1,0,1050,0,0,0,15,0,0,0,6,0
rector,0,0,0,0,0,0,0,1,0,0,0,9,0
region,10,0,3,2713,54,67,1,114,191,2,10,3,23
regionServed,1,3,3,5991,64,1,0,0,0,21,5,147,14
regionalLanguage,0,0,0,0,14,8,0,0,0,0,0,0,0
related,427,2,1,44,30,50,0,3,0,0,5,84,63
relatedMeanOfTransportation,0,0,0,1,0,0,0,0,0,0,0,0,28
relation,0,0,0,2,7,0,0,545,0,0,6,19,1
relative,0,6,1,2,3,23,0,1401,0,0,81,4,2
releaseDate,0,1,0,0,0,7,0,0,0,0,0,12,9
religion,127,0,0,431,280,0,0,34,4,0,2166,27,0
residence,0,5,1,5917,44,0,0,41,0,0,1,3,1
restingPlace,1,10,1,3710,43,0,0,568,0,1,40,7,0
result,0,0,0,0,281,0,0,0,0,0,0,0,0
revenue,0,0,0,0,0,0,0,0,0,0,0,20,5
revenueYear,0,0,0,0,0,0,0,0,0,0,0,5,5
rivalSchool,0,0,0,2,0,0,0,0,0,0,0,0,0
river,0,0,0,252,0,0,0,0,0,0,0,0,6
riverBranch,0,0,0,3,0,0,0,0,0,0,0,0,0
riverBranchOf,0,0,0,4,0,0,0,0,0,0,0,0,0
riverMouth,0,0,6,2293,0,0,0,0,0,3,0,0,1
rocketFunction,0,0,0,0,0,0,0,0,0,19,0,0,58
rocketStages,0,0,0,0,0,0,0,0,0,0,0,0,4
role,0,0,0,0,2,0,0,0,0,0,0,0,0
rotationPeriod,0,0,0,0,0,0,0,0,0,7,0,0,0
routeEnd,0,2,0,854,2,0,0,1,0,1,1,2,14
routeEndLocation,0,0,0,16,1,0,0,0,0,0,0,0,4
routeJunction,0,3,1,483,0,0,0,3,0,0,0,0,6
routeStart,0,4,0,1149,0,0,0,0,0,1,0,0,10
routeStartLocation,0,1,0,24,1,0,0,0,0,0,0,0,3
routeTypeAbbreviation,0,0,0,0,0,0,0,0,0,0,0,0,1
runtime,0,3,0,0,0,0,0,0,0,0,0,15,0
runwayDesignation,0,0,0,0,0,0,0,0,0,0,0,0,12
runwayLength,0,0,0,0,0,0,0,0,0,0,0,0,16
runwaySurface,0,0,0,0,0,0,0,0,0,0,0,0,4
saint,0,0,0,9,0,0,0,342,0,0,7,0,0
satcat,0,0,0,0,0,0,0,0,0,4,0,0,3
school,0,0,0,120,0,0,0,0,0,0,0,41,0
schoolBoard,0,0,0,4,0,0,0,0,0,0,0,0,0
seatingCapacity,0,7,0,0,0,0,0,0,0,0,0,0,0
secondCommander,0,0,0,0,2,0,0,10,0,0,0,38,0
secondDriver,0,0,0,0,0,0,0,135,0,0,0,0,0
secondDriverCountry,0,0,0,17,0,0,0,0,0,0,0,0,0
secondLeader,0,0,0,0,0,0,0,81,0,0,0,0,0
secondTeam,0,0,0,0,0,0,0,4,0,0,0,0,2
secretaryGeneral,0,0,0,0,0,0,0,1,0,0,0,0,0
series,1,121,0,3,4,218,2,86,2,1,13,181,5
service,2,265,148,16,9,11,2,1,0,77,7,932,1532
serviceEndYear,0,1,0,0,0,0,0,8,0,0,0,0,0
serviceStartYear,0,1,0,0,0,0,0,9,0,0,0,0,0
servingRailwayLine,0,0,0,24,0,0,0,0,0,0,0,0,4
servingSize,0,0,0,0,0,0,0,0,0,0,0,0,4
servingTemperature,0,0,0,0,0,0,0,0,0,0,0,0,10
settingOfPlay,0,0,0,0,0,4,0,0,0,0,0,0,0
shoots,0,0,0,0,0,0,0,8,0,0,0,0,0
shoreLength,0,0,0,15,0,0,0,0,0,0,0,0,0
showJudge,0,0,0,0,0,0,0,27,0,0,0,15,0
significantBuilding,0,32,0,164,0,0,0,117,0,0,0,40,5
significantDesign,0,13,0,11,2,0,0,5,0,0,0,1,1
significantProject,0,30,1,83,13,1,0,18,0,2,1,9,38
silverMedalist,0,0,0,0,0,0,0,54,0,0,0,0,0
similar,2,4,1,3,6,2,0,10,1,4,82,39,1
sire,0,2,1,1,0,0,0,2,0,1,0,0,1
sisterCollege,0,0,0,0,0,0,0,0,0,0,0,1,0
sisterNewspaper,0,0,0,0,0,1,0,0,0,0,0,6,0
sisterStation,0,0,0,5,0,0,0,0,0,1,0,0,0
spacecraft,0,0,0,0,0,0,0,0,0,11,0,5,8
specialist,1,16,7,0,0,3,5,0,0,3,0,2,0
specialization,0,0,28,0,0,0,0,0,0,0,0,0,0
species,0,34,462,0,0,87,0,0,1,11,11,2,40
speedLimit,0,0,0,0,0,0,0,0,0,0,0,0,2
splitFromParty,0,0,0,0,1,0,0,0,0,0,0,0,0
spokenIn,0,0,0,4539,89,399,0,0,0,6,1,4,0
spokesperson,0,0,0,0,0,0,0,1,0,0,0,0,0
sport,0,1075,2,0,0,0,0,0,0,0,4,0,2
sportCountry,0,0,0,105,0,0,0,0,0,0,0,0,0
sportGoverningBody,0,70,0,0,0,0,0,0,0,0,0,57,0
spouse,2,0,8,24,33,7,0,2300,0,2,38,49,0
stadium,0,5,0,45,0,0,0,0,0,0,0,0,0
starring,1,28,2,2,1,5,0,9113,0,0,4,38,1
state,0,0,0,806,2,0,0,0,0,1,0,18,0
stateOfOrigin,173,2,0,5063,623,384,0,20,0,1,3,3,0
status,0,2,0,0,2,0,0,0,0,0,0,21,16
structuralSystem,0,2,1,0,2,0,1,0,0,15,1,0,162
stylisticOrigin,3,933,0,8,0,7,0,2,1,0,2,3,0
subdivision,1,32,27,7739,33,38,1,3,0,17,4,20,2
subdivisions,0,0,0,3,0,0,0,0,0,0,0,0,0
subjectOfPlay,0,0,0,0,0,1,0,0,0,0,0,0,0
subregion,0,0,0,1,0,0,0,0,0,0,0,0,0
subsequentWork,0,0,0,18,0,21,0,7,1,0,1,1,1
subsidiary,1,1,0,86,0,0,0,4,0,1,0,51,199
subtitle,0,2,0,0,0,0,0,0,0,0,0,0,0
successfulLaunches,0,0,0,0,0,0,0,0,0,0,0,0,6
successor,0,0,0,18,80,0,0,1138,0,1,26,104,35
superintendent,0,0,1,0,0,0,0,0,0,0,0,1,0
supplies,0,0,21,0,0,0,0,0,0,0,0,0,0
symptom,46,1,438,0,0,2,0,0,0,7,1,17,0
synonym,0,1,2,46,1,0,0,0,0,0,0,0,0
targetAirport,0,0,0,183,1,0,0,0,0,0,0,0,8
team,1,15,119,515,66,4,0,192,0,18,10,222,86
teamSize,0,24,0,0,0,0,0,0,0,0,0,0,0
televisionSeries,0,0,0,0,0,0,0,0,0,0,0,21,0
temperature,0,0,0,0,0,0,0,0,0,3,0,0,0
tenant,0,226,1,4,0,0,0,0,0,0,1,6,0
territory,0,2,0,441,511,1,0,9,0,0,1,8,1
thirdCommander,0,0,0,0,0,0,0,3,0,0,0,23,0
thirdDriver,0,0,0,0,0,0,0,76,0,0,0,0,0
thirdDriverCountry,0,0,0,19,0,0,0,0,0,0,0,0,0
thirdTeam,0,0,0,0,0,0,0,1,0,0,0,0,4
timeZone,101,5,0,639,2,0,0,0,0,1,0,14,0
toll,0,0,0,0,0,0,0,0,0,0,0,0,7
topLevelDomain,0,0,0,216,1,0,0,0,0,0,0,41,0
topSpeed,0,0,0,0,0,0,0,0,0,0,0,0,2
totalLaunches,0,0,0,0,0,0,0,0,0,0,0,0,6
totalPopulation,13,0,0,0,0,0,0,0,0,0,0,7,0
tradingName,0,0,0,0,0,0,0,0,0,0,0,1,0
trainer,0,25,0,1,0,0,0,5,0,0,0,0,0
training,3,42,1,373,3,1,0,67,0,1,0,403,1
translator,0,0,0,2,0,30,0,18,0,0,0,0,0
transmission,0,0,0,0,0,0,0,0,0,0,0,0,12
treatment,22,0,343,0,0,1,0,0,0,15,1,6,18
twinCountry,0,0,0,2,0,0,0,0,0,0,0,0,0
twinTown,0,0,0,1,0,0,0,0,0,0,0,0,0
type,109,1220,230,1261,378,130,7,12,14,2294,450,3843,5651
typeOfElectrification,0,0,0,0,0,0,0,0,0,99,0,0,4
unitaryAuthority,0,0,0,1,0,0,0,0,0,0,0,0,0
unitedStatesNationalBridgeId,0,0,0,0,0,0,0,0,0,0,0,0,1
university,0,1,0,7,0,0,0,0,0,0,0,318,0
usedInWar,0,0,0,4,1971,0,0,0,0,0,0,0,53
usingCountry,0,0,0,257,33,0,0,0,0,0,0,11,0
utcOffset,0,5,0,547,2,0,0,0,0,0,0,13,0
variantOf,0,0,0,0,0,0,0,0,0,5,0,0,0
varietals,0,0,3,0,0,0,0,0,0,0,0,0,1
vehiclesInFleet,0,0,0,0,0,0,0,0,0,0,0,0,12
vehiclesPerDay,0,0,0,0,0,0,0,0,0,0,0,0,6
vein,0,0,31,0,0,0,0,0,0,0,0,0,0
veneratedIn,0,0,0,17,3,0,0,60,0,0,431,0,0
viceChancellor,0,0,0,1,0,0,0,0,0,0,0,6,0
vicePresident,0,0,0,0,0,0,0,15,0,0,0,6,0
vicePrimeMinister,0,0,0,0,0,0,0,1,0,0,0,0,0
victim,42,0,0,1,1,0,0,7,0,0,0,6,0
voice,0,1,0,1,0,58,0,44,0,0,0,8,1
voltageOfElectrification,0,0,0,0,0,0,0,0,0,0,0,0,1
volume,0,0,0,43,0,0,0,0,0,9,0,0,3
waterwayThroughTunnel,0,0,0,2,0,0,0,0,0,0,0,0,0
wavelength,0,0,0,0,0,0,0,0,0,6,0,0,0
weight,0,0,0,0,0,0,0,55,0,0,0,0,6
wheelbase,0,0,0,0,0,0,0,0,0,0,0,0,4
width,0,1,0,51,0,0,0,0,0,0,0,0,12
wineProduced,0,0,0,0,0,0,0,0,0,9,0,0,10
wineRegion,0,0,0,65,1,0,0,0,0,0,0,1,0
winsAtLPGA,0,0,0,0,0,0,0,1,0,0,0,0,0
winsAtProTournaments,0,0,0,0,0,0,0,1,0,0,0,0,0
worldChampionTitleYear,0,0,0,0,0,0,0,1,0,0,0,0,0
writer,0,26,3,5,0,3,0,7100,0,0,8,8,0
year,0,0,0,0,0,0,0,0,0,0,0,11,1
youthWing,0,0,0,1,1,0,0,0,0,0,0,0,0
