Entity,Overall validity %,Number of triples,Subject validity %,Number of instances as a subject,Object validity %,Number of instances as a subject
Beowulf,100,3,0,0,100,3
Grendel,0,0,0,0,0,0
Humanities,80,65,0,0,80,65
Information_security,70,69,0,0,70,69
Computer_security,55,239,0,0,55,239
Information,56,9,0,0,56,9
Information_science,50,56,0,0,50,56
Learned_society,98,51,0,0,98,51
Professional_association,97,59,0,0,97,59
Library,86,65,0,0,86,65
National_library,100,2,0,0,100,2
Digital_library,84,55,0,0,84,55
Library_and_information_science,64,73,0,0,64,73
Public_library,96,24,0,0,96,24
School_library,0,0,0,0,0,0
Bookmobile,0,0,0,0,0,0
Library_of_Alexandria,100,1,100,1,0,0
Library_of_Ashurbanipal,0,0,0,0,0,0
Library_of_Congress,54,26,100,1,52,25
New_York_Public_Library,87,23,0,0,87,23
National_Library_of_China,20,5,100,1,0,4
National_Diet_Library,100,1,100,1,0,0
British_Library,65,20,100,1,63,19
Bibliothèque_nationale_de_France,58,12,0,0,58,12
German_National_Library,0,1,0,0,0,1
Russian_State_Library,0,1,0,0,0,1
Vatican_Library,67,3,100,1,50,2
Bibliotheca_Alexandrina,100,3,100,2,100,1
National_Library_of_Australia,56,9,100,1,50,8
Central_Tibetan_Administration,71,14,73,11,67,3
Federal_Bureau_of_Investigation,16,93,0,0,16,93
Hells_Angels,91,11,100,8,67,3
KGB,21,77,69,13,11,64
MS-13,0,0,0,0,0,0
Mossad,47,19,83,6,31,13
Sicilian_Mafia,100,13,0,0,100,13
Yakuza,0,8,0,0,0,8
Agenda_21,0,0,0,0,0,0
AIESEC,89,9,100,7,50,2
al-Qaeda,0,1,0,0,0,1
American_National_Standards_Institute,67,3,0,0,67,3
Association_des_États_Généraux_des_Étudiants_de_l'Europe,61,18,59,17,100,1
Association_for_Computing_Machinery,32,109,100,3,30,106
Gedenkdienst,0,0,0,0,0,0
Austrian_Service_Abroad,67,3,100,2,0,1
Bilderberg_Meeting,75,4,100,2,50,2
BirdLife_International,100,12,100,5,100,7
College_of_Cardinals,0,0,0,0,0,0
Deutsches_Institut_für_Normung,0,0,0,0,0,0
European_Southern_Observatory,79,19,100,5,71,14
Fédération_Aéronautique_Internationale,90,10,0,0,90,10
Fédération_Internationale_de_l'Automobile,88,41,94,16,84,25
Fédération_Internationale_de_Motocyclisme,75,4,0,0,75,4
Free_Software_Foundation,86,22,80,10,92,12
Greenpeace,89,35,100,9,85,26
GUAM_Organization_for_Democracy_and_Economic_Development,67,15,67,15,0,0
Hizb_ut-Tahrir,100,7,100,4,100,3
Hospitality_Club,0,0,0,0,0,0
Institute_of_Electrical_and_Electronics_Engineers,32,155,0,0,32,155
International_Bureau_of_Weights_and_Measures,90,10,89,9,100,1
International_Council_of_Museums,86,7,100,4,67,3
International_Council_on_Monuments_and_Sites,100,4,100,2,100,2
International_Hydrographic_Organization,100,4,100,4,0,0
International_Maritime_Organization,92,13,100,6,86,7
International_Mathematical_Union,83,12,100,5,71,7
International_Organization_for_Standardization,100,20,100,7,100,13
International_Red_Cross_and_Red_Crescent_Movement,67,30,0,0,67,30
International_Society_for_Krishna_Consciousness,86,14,82,11,100,3
International_Union_for_Conservation_of_Nature,68,19,100,3,62,16
International_Union_of_Pure_and_Applied_Chemistry,67,15,78,9,50,6
Live_Earth,100,1,0,0,100,1
Nobel_Prize,72,18,38,8,100,10
PEN_International,47,17,100,2,40,15
Pirate_Parties_International,97,39,100,7,97,32
Programme_for_International_Student_Assessment,100,5,100,5,0,0
Pugwash_Conferences_on_Science_and_World_Affairs,0,0,0,0,0,0
Scouting,50,12,0,0,50,12
The_Salvation_Army,81,26,0,0,81,26
Union_Cycliste_Internationale,100,26,100,6,100,20
Unrepresented_Nations_and_Peoples_Organization,94,17,100,2,93,15
WikiLeaks,85,13,100,2,82,11
World_Anti-Doping_Agency,91,11,89,9,100,2
World_Council_of_Churches,15,13,0,0,15,13
World_Heritage_Committee,0,1,0,0,0,1
World_Wide_Web_Consortium,12,26,0,1,12,25
Amnesty_International,71,38,100,3,69,35
Human_Rights_Watch,56,18,0,0,56,18
Médecins_Sans_Frontières,91,11,0,0,91,11
Reporters_Without_Borders,71,17,89,9,50,8
Transparency_International,67,18,75,12,50,6
Confédération_Mondiale_des_Activités_Subaquatiques,100,32,100,11,100,21
Court_of_Arbitration_for_Sport,0,0,0,0,0,0
European_Club_Association,100,8,100,6,100,2
European_Olympic_Committees,0,0,0,0,0,0
Fédération_Internationale_de_Volleyball,73,26,67,15,82,11
FIBA,70,64,100,18,59,46
FIDE,47,55,100,5,42,50
FIFA,42,77,43,21,41,56
International_Gymnastics_Federation,92,25,100,5,90,20
International_Ice_Hockey_Federation,80,46,89,9,78,37
International_Olympic_Committee,78,63,100,7,75,56
National_Olympic_Committee,0,0,0,0,0,0
Olympic_Council_of_Asia,100,9,100,6,100,3
UEFA,57,28,100,8,40,20
Museum,91,69,0,0,91,69
American_Museum_of_Natural_History,93,74,0,0,93,74
Metropolitan_Museum_of_Art,27,88,0,0,27,88
Museum_of_Modern_Art,80,75,0,0,80,75
National_Museum_of_Anthropology_(Mexico),80,5,100,4,0,1
Smithsonian_Institution,78,125,83,6,77,119
British_Museum,38,82,80,5,35,77
Deutsches_Museum,75,4,100,2,50,2
Hermitage_Museum,96,56,67,6,100,50
Louvre,81,70,86,7,81,63
Musée_d'Orsay,98,55,100,4,98,51
Natural_History_Museum,0,1,0,0,0,1
Museo_del_Prado,97,61,100,6,96,55
National_Gallery,93,60,0,0,93,60
Rijksmuseum,94,63,89,9,94,54
Uffizi,100,54,100,4,100,50
Vatican_Museums,98,45,80,5,100,40
Victoria_and_Albert_Museum,82,74,67,6,84,68
National_Palace_Museum,92,13,83,6,100,7
Tokyo_National_Museum,90,20,100,6,86,14
Advertising,79,156,0,0,79,156
Cartoon,36,50,0,0,36,50
Journalism,53,248,0,0,53,248
Mass_media,87,125,0,0,87,125
News,73,199,0,0,73,199
Magazine,81,282,0,0,81,282
Public_relations,70,169,0,0,70,169
Agence_France-Presse,100,19,100,11,100,8
Associated_Press,34,163,0,0,34,163
Reuters,80,35,56,9,88,26
Billboard_(magazine),11,64,88,8,0,56
The_Economist,19,27,29,7,15,20
Life_(magazine),53,17,83,6,36,11
Mad_(magazine),85,20,83,12,88,8
National_Geographic,31,52,62,13,21,39
The_New_Yorker,24,74,64,11,17,63
People_(magazine),62,16,64,14,50,2
Playboy,59,32,82,11,48,21
Punch_(magazine),45,11,50,4,43,7
Reader's_Digest,39,28,78,9,21,19
Rolling_Stone,45,31,75,12,26,19
Scientific_American,74,19,100,12,29,7
Der_Spiegel,40,15,67,9,0,6
Time_(magazine),20,71,69,13,9,58
Vogue_(magazine),47,36,69,13,35,23
Newspaper,88,226,0,0,88,226
Financial_Times,30,40,80,5,23,35
Le_Monde,28,18,57,7,9,11
Pravda,30,10,50,6,0,4
The_Times,17,47,67,6,10,41
The_Times_of_India,38,16,62,8,12,8
The_New_York_Times,22,125,57,7,19,118
The_Wall_Street_Journal,29,45,80,5,22,40
The_Washington_Post,93,71,0,0,93,71
The_Goon_Show,50,4,50,2,50,2
Record_chart,87,15,0,0,87,15
Radio_drama,91,89,0,0,91,89
The_War_of_the_Worlds_(1938_radio_drama),25,8,25,8,0,0
Documentary_film,38,168,0,0,38,168
European_Broadcasting_Union,50,44,86,7,43,37
Emmy_Awards,90,61,25,4,95,57
Game_show,13,69,0,0,13,69
Sitcom,50,106,0,0,50,106
Soap_opera,38,93,0,0,38,93
Television_show,84,136,0,0,84,136
60_Minutes,70,30,59,17,85,13
All_in_the_Family,60,42,53,32,80,10
American_Idol,67,52,75,40,42,12
BBC_News_(international_TV_channel),14,71,0,0,14,71
Disney_Channel,50,119,100,5,48,114
Doctor_Who,91,145,50,20,98,125
Friends,69,52,57,37,100,15
Guiding_Light,85,79,76,41,95,38
Gunsmoke,50,12,25,8,100,4
I_Love_Lucy,58,26,55,22,75,4
Meet_the_Press,50,24,45,22,100,2
Monty_Python's_Flying_Circus,38,40,36,39,100,1
Root_(disambiguation),0,1,0,0,0,1
Sesame_Street,92,62,67,15,100,47
The_Simpsons,78,96,48,29,91,67
Star_Trek,90,77,0,0,90,77
Tom_and_Jerry,100,4,0,0,100,4
The_Tonight_Show,72,29,65,17,83,12
The_Twilight_Zone,71,7,100,4,33,3
Television_broadcaster,93,129,0,0,93,129
Al_Jazeera_Media_Network,85,54,79,14,88,40
American_Broadcasting_Company,44,283,100,1,44,282
ARD,0,0,0,0,0,0
BBC,71,575,88,16,70,559
CBS,46,366,47,15,46,351
China_Central_Television,63,147,0,0,63,147
CNN,45,237,57,7,45,230
RAI,87,221,90,21,86,200
ITV,0,0,0,0,0,0
NBC,54,294,71,14,53,280
PBS,74,269,50,10,75,259
Amazon,0,0,0,0,0,0
EBay,88,41,94,17,83,24
Facebook,64,114,67,3,64,111
Myspace,43,14,0,0,43,14
Twitter,44,55,67,3,42,52
Google_Search,100,4,100,4,0,0
IMDb,20,5,100,1,0,4
YouTube,15,241,100,3,14,238
Wikipedia,79,14,100,2,75,12
Leviathan_(disambiguation),0,0,0,0,0,0
Golden_Rule,0,0,0,0,0,0
Individualism,100,7,0,0,100,7
Simony,0,0,0,0,0,0
Mandate_of_Heaven,0,0,0,0,0,0
Society,67,24,0,0,67,24
Demography,29,84,0,0,29,84
Census,20,5,0,0,20,5
Human_overpopulation,0,0,0,0,0,0
Sociology,61,314,0,0,61,314
Criminology,42,89,0,0,42,89
Etiquette,38,8,0,0,38,8
Political_science,53,348,0,0,53,348
Social_change,70,10,0,0,70,10
Social_control,100,4,0,0,100,4
Social_group,50,2,0,0,50,2
Social_science,65,133,0,0,65,133
Socialization,0,0,0,0,0,0
Subculture,100,2,0,0,100,2
Social_structure,100,3,0,0,100,3
Social_order,0,0,0,0,0,0
Civil_society,73,11,0,0,73,11
Community,82,61,0,0,82,61
Open_society,100,1,0,0,100,1
Social_capital,100,2,0,0,100,2
Solidarity,33,3,0,0,33,3
Group_cohesiveness,0,0,0,0,0,0
Institution,95,19,0,0,95,19
Social_action,50,2,0,0,50,2
Sociology_of_the_family,90,10,0,0,90,10
Minority_group,22,9,0,0,22,9
Social_stratification,89,9,0,0,89,9
Caste,80,5,0,0,80,5
Dalit,79,24,100,15,44,9
Social_class,100,1,0,0,100,1
Clergy,34,79,0,0,34,79
Middle_class,0,0,0,0,0,0
Proletariat,0,0,0,0,0,0
Consortium,88,42,0,0,88,42
Organization,92,26,0,0,92,26
Nonprofit_organization,62,142,0,0,62,142
Partnership,94,80,0,0,94,80
Secret_society,88,8,0,0,88,8
Social_network,66,107,0,0,66,107
Tribe,33,12,0,0,33,12
Birth_control,75,12,0,0,75,12
Abortion,88,8,0,0,88,8
Corruption,50,10,0,0,50,10
Deforestation,0,0,0,0,0,0
Discrimination,75,8,0,0,75,8
Antisemitism,98,87,0,0,98,87
Racism,73,22,0,0,73,22
Sexism,100,6,0,0,100,6
Euthanasia,100,10,0,0,100,10
Famine,0,0,0,0,0,0
Globalization,79,34,0,0,79,34
Human_rights,59,193,0,0,59,193
One-child_policy,0,0,0,0,0,0
Pollution,83,6,0,0,83,6
Air_pollution,75,16,0,0,75,16
Poverty,53,17,0,0,53,17
Sustainable_development,32,31,0,0,32,31
Slavery,79,24,0,0,79,24
Social_movement,79,28,0,0,79,28
Environmentalism,36,136,0,0,36,136
Feminism,57,276,0,0,57,276
Childhood,50,2,0,0,50,2
Infant,62,16,0,0,62,16
Infant,62,16,0,0,62,16
Child,40,85,0,0,40,85
Boy,100,7,0,0,100,7
Girl,50,2,0,0,50,2
Youth,11,37,0,0,11,37
Adolescence,21,29,0,0,21,29
Adult,50,4,0,0,50,4
Old_age,25,4,0,0,25,4
Aggression,100,14,0,0,100,14
Altruism,100,1,0,0,100,1
Authority,100,10,0,0,100,10
Betrayal,0,1,0,0,0,1
Bullying,80,5,0,0,80,5
Charisma,100,1,0,0,100,1
Competition,6,18,0,0,6,18
Conformity,100,2,0,0,100,2
Egocentrism,100,1,0,0,100,1
Empathy,100,5,0,0,100,5
Forgiveness,100,2,0,0,100,2
Honour,100,1,0,0,100,1
Lie,0,0,0,0,0,0
Privacy,35,34,0,0,35,34
Prejudice,29,7,0,0,29,7
Punishment,100,2,0,0,100,2
Respect,0,1,0,0,0,1
Shyness,0,0,0,0,0,0
Trust,0,0,0,0,0,0
Sociobiology,64,14,0,0,64,14
Communication,82,149,0,0,82,149
Flash_mob,0,0,0,0,0,0
Media_studies,61,109,0,0,61,109
Interpersonal_relationship,77,13,0,0,77,13
Casual_dating,0,0,0,0,0,0
Intimate_relationship,100,2,0,0,100,2
Friendship,61,18,0,0,61,18
Cohabitation,50,2,0,0,50,2
Monogamy,0,0,0,0,0,0
Bigamy,0,3,0,0,0,3
Polygamy,100,2,0,0,100,2
Dating,22,9,0,0,22,9
Courtship,33,3,0,0,33,3
Romance_(love),22,64,0,0,22,64
Human_sexuality,72,32,0,0,72,32
Man,83,6,0,0,83,6
Woman,67,18,0,0,67,18
Heterosexuality,100,1,0,0,100,1
Homosexuality,92,24,0,0,92,24
Sexual_intercourse,100,3,0,0,100,3
Safe_sex,100,2,0,0,100,2
Fertility,60,5,0,0,60,5
Kiss,0,0,0,0,0,0
Sexual_attraction,100,1,0,0,100,1
Sexual_orientation,100,8,0,0,100,8
Bisexuality,50,12,0,0,50,12
Foreplay,0,0,0,0,0,0
Oral_sex,100,1,0,0,100,1
Orgasm,100,3,0,0,100,3
Combined_oral_contraceptive_pill,100,8,0,0,100,8
Condom,100,5,0,0,100,5
Masturbation,100,1,0,0,100,1
Prostitution,57,23,0,0,57,23
Pornography,87,87,0,0,87,87
Politics,68,395,0,0,68,395
Manifesto,100,3,0,0,100,3
Cabinet_(government),95,21,0,0,95,21
Coup_d'état,100,5,0,0,100,5
Cult_of_personality,50,2,0,0,50,2
Executive_(government),82,11,0,0,82,11
Government,56,135,0,0,56,135
Parliament,24,21,0,0,24,21
Parliamentary_system,1,78,0,0,1,78
Presidential_system,0,57,0,0,0,57
Semi-presidential_republic,0,48,0,0,0,48
Public_administration,47,156,0,0,47,156
Public_policy,71,139,0,0,71,139
Roman_Senate,20,5,0,0,20,5
State_of_emergency,100,1,0,0,100,1
Voting,100,1,0,0,100,1
Electoral_system,0,1,0,0,0,1
Welfare_state,28,18,0,0,28,18
Bey,0,21,0,0,0,21
Caliphate,23,88,0,0,23,88
Dictator,0,1,0,0,0,1
Emir,30,20,0,0,30,20
Governor,81,78,0,0,81,78
Grand_duke,0,0,0,0,0,0
Head_of_state,0,2,0,0,0,2
Khan_(title),0,10,0,0,0,10
Mayor,15,188,0,0,15,188
Ombudsman,50,32,0,0,50,32
President,0,1,0,0,0,1
Prime_minister,13,15,0,0,13,15
Prince,6,17,0,0,6,17
Prosecutor,32,74,0,0,32,74
Satrap,20,5,0,0,20,5
Shah,20,5,0,0,20,5
Sultan,2,40,0,0,2,40
Tsar,0,1,0,0,0,1
Tyrant,0,1,0,0,0,1
Vizier,8,13,0,0,8,13
Politburo,100,3,0,0,100,3
Dictatorship_of_the_proletariat,0,0,0,0,0,0
Glasnost,0,0,0,0,0,0
Revolution,83,6,0,0,83,6
Activism,59,155,0,0,59,155
Anarchism,39,119,0,0,39,119
Authoritarianism,7,59,0,0,7,59
Capitalism,58,38,0,0,58,38
Christian_democracy,11,61,0,0,11,61
Communism,24,90,0,0,24,90
Conservatism,21,100,0,0,21,100
Constitutionalism,3,58,0,0,3,58
Cosmopolitanism,88,8,0,0,88,8
Despotism,0,0,0,0,0,0
Egalitarianism,4,25,0,0,4,25
Fascism,22,73,0,0,22,73
Federalism,3,61,0,0,3,61
Green_politics,2,81,0,0,2,81
Ideology,86,14,0,0,86,14
Imperialism,80,10,0,0,80,10
Islamism,19,63,0,0,19,63
Juche,33,6,0,0,33,6
Leninism,8,25,0,0,8,25
Liberalism,30,104,0,0,30,104
Classical_liberalism,26,69,0,0,26,69
Libertarianism,29,79,0,0,29,79
Marxism,58,149,0,0,58,149
Multiculturalism,91,45,0,0,91,45
Nationalism,25,80,0,0,25,80
Nazism,23,74,0,0,23,74
Ostracism,0,0,0,0,0,0
Patriotism,29,49,0,0,29,49
Separatism,5,56,0,0,5,56
Social_democracy,4,57,0,0,4,57
Socialism,35,114,0,0,35,114
Democratic_socialism,4,52,0,0,4,52
Socialist_realism,37,81,0,0,37,81
Utopian_socialism,37,19,0,0,37,19
Statism,6,32,0,0,6,32
Totalitarianism,39,28,0,0,39,28
Zionism,24,51,0,0,24,51
Absolutism,0,0,0,0,0,0
Colonialism,30,37,0,0,30,37
Constitutional_monarchy,1,95,0,0,1,95
Democracy,32,122,0,0,32,122
Direct_democracy,0,51,0,0,0,51
Liberal_democracy,4,53,0,0,4,53
Representative_democracy,5,56,0,0,5,56
Dictatorship,14,7,0,0,14,7
Enlightened_absolutism,0,1,0,0,0,1
Hegemony,40,5,0,0,40,5
Kleptocracy,0,0,0,0,0,0
Matriarchy,100,1,0,0,100,1
Meritocracy,0,1,0,0,0,1
Monarch,6,16,0,0,6,16
Monarchy,2,52,0,0,2,52
Mob_rule,0,0,0,0,0,0
Oligarchy,11,18,0,0,11,18
Patriarchy,71,7,0,0,71,7
Planned_economy,67,3,0,0,67,3
Plutocracy,50,2,0,0,50,2
Republic,4,54,0,0,4,54
Parliamentary_republic,0,37,0,0,0,37
Technocracy,12,16,0,0,12,16
Theocracy,2,40,0,0,2,40
Triumvirate,79,14,0,0,79,14
Civics,67,3,0,0,67,3
Social_contract,100,11,0,0,100,11
Autonomy,60,67,0,0,60,67
Self-determination,7,43,0,0,7,43
Civil_disobedience,100,7,0,0,100,7
Political_demonstration,25,4,0,0,25,4
Civil_liberties,30,10,0,0,30,10
Propaganda,79,29,0,0,79,29
State_religion,100,6,0,0,100,6
Political_party,67,6,0,0,67,6
Election,67,3,0,0,67,3
Area_studies,95,39,0,0,95,39
International_relations,67,180,0,0,67,180
Foreign_policy,50,24,0,0,50,24
Diplomacy,72,86,0,0,72,86
Ambassador,20,70,0,0,20,70
Diplomatic_mission,100,6,0,0,100,6
Legislature,58,12,0,0,58,12
Socialist_International,100,60,100,9,100,51
Business,55,246,0,0,55,246
Economics,61,363,0,0,61,363
Macroeconomics,14,70,0,0,14,70
Microeconomics,8,62,0,0,8,62
Goods,100,1,0,0,100,1
Service_(economics),97,59,0,0,97,59
Supply_and_demand,0,0,0,0,0,0
Economy,59,34,0,0,59,34
Accounting,66,129,0,0,66,129
Capital_(economics),100,4,0,0,100,4
Company,60,5,0,0,60,5
Cooperative,78,68,0,0,78,68
Corporation,94,66,0,0,94,66
Currency,83,6,0,0,83,6
Euro,100,54,0,0,100,54
Japanese_yen,100,7,100,1,100,6
Pound_sterling,90,59,100,1,90,58
Renminbi,100,5,0,0,100,5
Rupee,0,13,0,0,0,13
United_States_dollar,75,57,0,0,75,57
Coin,81,48,0,0,81,48
Banknote,91,11,0,0,91,11
Bank,81,278,0,0,81,278
Cheque,100,52,0,0,100,52
Debt,100,2,0,0,100,2
Credit_card,99,97,0,0,99,97
Loan,97,86,0,0,97,86
Interest,0,1,0,0,0,1
Gross_domestic_product,100,1,0,0,100,1
Labour_economics,10,69,0,0,10,69
Domestic_worker,92,24,0,0,92,24
Factory,80,20,0,0,80,20
Finance,67,250,0,0,67,250
Industry,0,0,0,0,0,0
Agriculture,76,221,0,0,76,221
Construction,90,180,0,0,90,180
Fishing,70,30,0,0,70,30
Forestry,62,110,0,0,62,110
Hunting,31,42,0,0,31,42
Manufacturing,71,162,0,0,71,162
Mining,83,121,0,0,83,121
Oil_refinery,96,53,0,0,96,53
Tourism,83,102,0,0,83,102
Hotel,91,196,0,0,91,196
Whaling,59,22,0,0,59,22
Inflation,50,2,0,0,50,2
Deflation,0,0,0,0,0,0
Insurance,77,254,0,0,77,254
Investment,95,175,0,0,95,175
Management,58,218,0,0,58,218
Market,0,0,0,0,0,0
Marketing,69,212,0,0,69,212
Money,100,2,0,0,100,2
Monopoly,17,6,0,0,17,6
Property,95,82,0,0,95,82
Retail,89,208,0,0,89,208
Shopping_mall,92,96,0,0,92,96
Supermarket,96,179,0,0,96,179
Stock_exchange,100,16,0,0,100,16
New_York_Stock_Exchange,56,25,0,0,56,25
Nasdaq,70,10,0,0,70,10
London_Stock_Exchange,64,11,0,0,64,11
Tokyo_Stock_Exchange,50,2,0,0,50,2
Tax,84,55,0,0,84,55
Corporate_tax,83,6,0,0,83,6
Income_tax,0,0,0,0,0,0
Tariff,100,2,0,0,100,2
Trade,84,49,0,0,84,49
Work_(human_activity),100,1,0,0,100,1
Employment,47,17,0,0,47,17
Unemployment,9,11,0,0,9,11
Labour_law,70,23,0,0,70,23
Class_conflict,100,3,0,0,100,3
International_Workers'_Day,100,5,100,3,100,2
Working_class,75,4,0,0,75,4
Minimum_wage,0,0,0,0,0,0
The_Communist_Manifesto,80,5,50,2,100,3
Mixed_economy,0,13,0,0,0,13
European_debt_crisis,0,0,0,0,0,0
Value,0,0,0,0,0,0
Aldi,85,20,88,16,75,4
Apple_Inc.,91,268,89,37,92,231
AT&amp;T,0,0,0,0,0,0
Bank_of_America,88,57,86,21,89,36
IKEA,77,22,74,19,100,3
Chevron,0,0,0,0,0,0
ExxonMobil,91,44,0,0,91,44
General_Electric,84,202,0,0,84,202
Google,81,373,81,16,81,357
IBM,88,350,87,31,88,319
Industrial_and_Commercial_Bank_of_China,95,19,100,17,50,2
Maersk,90,59,83,23,94,36
McDonald's,74,73,87,23,68,50
Microsoft,81,445,89,44,80,401
Nestlé,94,99,92,25,95,74
Petrobras,89,35,88,26,89,9
Procter_&amp;_Gamble,0,0,0,0,0,0
Shell_plc,92,138,83,23,94,115
Sony,71,246,88,40,68,206
Walmart,86,69,76,21,90,48
Law,80,280,0,0,80,280
Capacity_(law),100,2,0,0,100,2
Public_law,43,7,0,0,43,7
Jurisprudence,68,151,0,0,68,151
Jurist,52,115,0,0,52,115
Lawyer,57,129,0,0,57,129
Statutory_law,0,0,0,0,0,0
Religious_law,50,4,0,0,50,4
Civil_law_(legal_system),65,17,0,0,65,17
Common_law,100,1,0,0,100,1
Criminal_law,47,34,0,0,47,34
Rule_of_law,0,2,0,0,0,2
International_law,69,93,0,0,69,93
Nuremberg_principles,0,0,0,0,0,0
Universal_Declaration_of_Human_Rights,100,1,0,0,100,1
"International_Covenant_on_Economic,_Social_and_Cultural_Rights",0,0,0,0,0,0
International_Covenant_on_Civil_and_Political_Rights,0,0,0,0,0,0
African_Development_Bank,0,10,0,0,0,10
African_Union,51,47,81,21,27,26
ANZUS,0,0,0,0,0,0
Arab_League,50,26,62,16,30,10
Arctic_Council,100,10,100,6,100,4
Asian_Development_Bank,67,6,100,1,60,5
Asia-Pacific_Economic_Cooperation,0,2,0,0,0,2
ASEAN,0,9,0,0,0,9
Bank_for_International_Settlements,93,14,100,6,88,8
ALBA,81,27,81,27,0,0
Caribbean_Community,74,96,81,86,10,10
Central_Treaty_Organization,100,7,100,7,0,0
Collective_Security_Treaty_Organization,67,15,77,13,0,2
Commonwealth_of_Independent_States,87,76,82,34,90,42
Commonwealth_of_Nations,59,56,50,12,61,44
Community_of_Portuguese_Language_Countries,64,14,62,13,100,1
Gulf_Cooperation_Council,76,37,73,22,80,15
Council_of_the_Baltic_Sea_States,100,3,100,3,0,0
East_African_Community,75,24,79,19,60,5
ECOWAS,59,37,77,26,18,11
Economic_Cooperation_Organization,0,0,0,0,0,0
Eurasian_Economic_Community,100,5,100,5,0,0
Eurasian_Economic_Union,55,44,69,35,0,9
G20,100,8,100,5,100,3
G7,47,15,38,13,100,2
Geneva_Conventions,0,0,0,0,0,0
International_Bank_for_Reconstruction_and_Development,100,8,100,7,100,1
International_Chamber_of_Commerce,78,23,79,19,75,4
International_Development_Association,100,10,100,9,100,1
International_Finance_Corporation,71,17,100,8,44,9
International_Organization_for_Migration,100,8,100,6,100,2
Inter-Parliamentary_Union,71,7,71,7,0,0
Interpol,0,2,0,0,0,2
Islamic_Development_Bank,100,17,100,6,100,11
Latin_Union,80,15,80,15,0,0
League_of_Nations,52,29,80,5,46,24
NATO,25,102,100,6,21,96
North_American_Free_Trade_Agreement,83,12,83,12,0,0
OPEC,50,2,50,2,0,0
OECD,96,26,80,5,100,21
Organisation_of_African_Unity,71,7,83,6,0,1
Organization_for_Security_and_Co-operation_in_Europe,60,35,67,18,53,17
Organization_of_American_States,79,53,89,45,25,8
Organization_of_the_Black_Sea_Economic_Cooperation,71,7,67,6,100,1
Paris_Club,86,7,86,7,0,0
Shanghai_Cooperation_Organisation,83,12,89,9,67,3
South_Asian_Association_for_Regional_Cooperation,76,62,87,52,20,10
Southeast_Asia_Treaty_Organization,0,1,0,0,0,1
Southern_African_Development_Community,80,15,79,14,100,1
Union_for_the_Mediterranean,86,7,100,5,50,2
Union_of_South_American_Nations,74,27,74,27,0,0
United_Nations,39,217,53,15,38,202
International_Atomic_Energy_Agency,92,26,100,8,89,18
International_Court_of_Justice,50,4,0,0,50,4
International_Criminal_Court,18,62,0,0,18,62
International_Monetary_Fund,79,38,85,13,76,25
Secretary-General_of_the_United_Nations,0,4,0,0,0,4
UNESCO,52,97,100,7,48,90
UNICEF,62,39,0,0,62,39
United_Nations_Industrial_Development_Organization,100,9,100,7,100,2
United_Nations_Secretariat,100,10,0,0,100,10
United_Nations_Security_Council,100,22,0,0,100,22
World_Bank,95,37,0,0,95,37
World_Bank_Group,85,20,67,6,93,14
World_Health_Organization,83,114,100,7,82,107
World_Trade_Organization,95,19,90,10,100,9
Benelux,73,26,80,15,64,11
Central_European_Free_Trade_Agreement,77,26,77,26,0,0
CERN,94,80,100,3,94,77
Comecon,77,31,83,29,0,2
Council_of_Europe,31,45,60,10,23,35
Council_of_the_European_Union,59,17,78,9,38,8
Economic_and_Monetary_Union_of_the_European_Union,0,0,0,0,0,0
Euratom,75,8,71,7,100,1
European_Bank_for_Reconstruction_and_Development,12,8,0,0,12,8
European_Coal_and_Steel_Community,100,4,100,4,0,0
European_Economic_Community,88,33,88,33,0,0
European_Investment_Bank,0,2,0,0,0,2
European_Parliament,60,68,69,39,48,29
European_Union,71,299,57,58,74,241
Nordic_Council,57,14,78,9,20,5
League_of_Corinth,33,6,33,6,0,0
Western_European_Union,67,6,80,5,0,1
Warsaw_Pact,50,2,0,0,50,2
Rights,100,2,0,0,100,2
Citizenship,67,6,0,0,67,6
Nationality,0,0,0,0,0,0
Constitutional_law,55,60,0,0,55,60
Magna_Carta,0,1,0,0,0,1
Civil_and_political_rights,30,82,0,0,30,82
Freedom_of_speech,92,25,0,0,92,25
Fundamental_rights,0,0,0,0,0,0
Administrative_law,78,9,0,0,78,9
Separation_of_powers,0,0,0,0,0,0
Constitution,12,8,0,0,12,8
Declaration_of_the_Rights_of_Man_and_of_the_Citizen,0,1,0,0,0,1
Passport,100,4,0,0,100,4
Identity_document,100,2,0,0,100,2
United_States_Declaration_of_Independence,100,17,0,0,100,17
Constitution_of_the_United_States,40,5,0,0,40,5
Habeas_corpus,0,0,0,0,0,0
Impeachment,0,0,0,0,0,0
Veto,0,0,0,0,0,0
Administrative_division,60,10,0,0,60,10
Arrondissement,100,8,0,0,100,8
Caliphate,23,88,0,0,23,88
City-state,11,9,0,0,11,9
Colony,25,12,0,0,25,12
Confederation,9,64,0,0,9,64
County,22,36,0,0,22,36
Duchy,0,37,0,0,0,37
Electoral_district,55,49,0,0,55,49
Emirate,0,18,0,0,0,18
Empire,0,2,0,0,0,2
Federated_state,0,20,0,0,0,20
Federation,15,39,0,0,15,39
Municipality,35,167,0,0,35,167
Nation_state,100,1,0,0,100,1
Neighbourhood,94,54,0,0,94,54
Personal_union,0,2,0,0,0,2
Police_state,100,2,0,0,100,2
Principality,0,50,0,0,0,50
